name,human_warm,human_competent,study,n_raters,model_warmth,model_competence,callback_margin
aaliyah jackson,51.11,47.86,nunley,100,12.25425910949707,18.08930778503418,17.37890625
aasha waabberi,45.15217391304348,44.71739130434783,gorzig,46,12.415908813476562,17.54092025756836,17.46875
abd al-hakiim amar,29.0,39.906976744186046,widner,43,12.125515937805176,16.399641036987305,17.62158203125
abdullah abukar,31.88888888888889,45.96296296296296,gorzig,54,11.879321098327637,17.46824073791504,17.5537109375
abigail,73.0,53.0,neumark,2,12.22762680053711,18.990570068359375,17.265625
abigale,61.0,60.0,neumark,2,12.071196556091309,17.68793296813965,17.1796875
abu amjad khazin,40.979166666666664,49.083333333333336,widner,48,11.96152687072754,16.585224151611328,17.412109375
adam,61.48514851485149,68.79207920792079,kline,101,12.303054809570312,19.23387336730957,17.0625
aferdita dzaghig,53.07936507936508,61.77777777777778,jacquemet,63,12.20391845703125,16.692663192749023,17.345703125
afredita dzaghig,40.755102040816325,48.3469387755102,jacquemet,49,12.257570266723633,16.815046310424805,17.3720703125
aisha,57.519417475728154,56.55825242718446,bertrand,206,12.22269344329834,19.03145408630371,17.384765625
al-malik khalil,35.348837209302324,44.325581395348834,widner,43,12.29335880279541,17.44896125793457,17.26953125
alexander,70.0,68.0,neumark,1,12.285964965820312,19.173847198486328,17.2578125
alexis,76.0,82.5,neumark,2,12.122501373291016,18.865476608276367,17.26953125
ali saeed,47.53846153846154,53.0,oreopoulos,13,12.3180513381958,18.70861434936523,17.3134765625
alison johnson,67.61538461538461,70.23076923076923,oreopoulos,13,12.172515869140623,18.780282974243164,17.33203125
allen wang,55.53846153846154,79.3076923076923,oreopoulos,13,12.190055847167969,18.865558624267575,17.314453125
allison,64.6747572815534,64.70388349514563,bertrand,206,12.294085502624512,19.06890869140625,17.21875
amanda,63.67619047619048,58.904761904761905,kline,105,12.186412811279297,19.089223861694336,17.140625
amber,50.0,56.0,neumark,1,12.19935131072998,18.985877990722656,17.1796875
amber sullivan,69.44444444444444,67.77777777777777,gorzig,63,12.13528823852539,18.722524642944336,17.486328125
amy,66.8921568627451,63.745098039215684,kline,102,12.300880432128906,19.21205711364746,16.96875
amy rasmussen,54.53,66.33,nunley,100,12.172340393066406,18.809072494506836,17.2841796875
amy wang,56.333333333333336,65.83333333333333,oreopoulos,6,12.11005401611328,18.844650268554688,17.2548828125
amy wood,67.60975609756098,66.70731707317073,gorzig,41,12.25044059753418,18.85470390319824,17.193359375
andre robinson,57.0,57.86274509803921,gorzig,51,12.22401237487793,18.866653442382812,17.20703125
andrew,62.0,38.0,neumark,1,12.369565963745115,19.2492618560791,16.99609375
angela,57.495049504950494,61.68316831683168,farber,101,12.120491981506348,18.940561294555664,17.2724609375
anne,64.64077669902913,65.85853658536585,bertrand,206,12.342998504638672,19.17110061645508,17.314453125
anthony,51.0,63.5,neumark,2,12.307249069213867,19.13042259216309,17.12890625
antwan,44.45544554455446,43.76237623762376,kline,101,12.333559036254885,18.35042953491211,17.21875
arjun kumar,42.6875,64.375,oreopoulos,16,12.082245826721191,18.67837142944336,17.40380859375
ashley,82.0,79.0,neumark,1,12.250027656555176,19.030195236206055,17.060546875
asif sheikh,49.714285714285715,60.714285714285715,oreopoulos,7,12.32615852355957,18.13033103942871,17.193359375
austin,55.5,83.5,neumark,2,12.321813583374023,19.13985824584961,17.240234375
ava,37.333333333333336,42.0,neumark,3,12.219459533691406,19.130151748657227,17.1279296875
babara,18.0,10.0,neumark,1,12.26592254638672,18.22756004333496,16.97265625
barbara,45.5,73.5,neumark,2,12.273870468139648,19.051382064819336,17.09765625
bill zhang,49.88235294117647,65.52941176470588,oreopoulos,17,12.256891250610352,18.935056686401367,17.08984375
brad,53.377450980392155,56.94607843137255,bertrand,204,12.290057182312012,19.154077529907227,16.9765625
bradley,59.0,64.7128712871287,kline,101,12.42385196685791,19.17057991027832,17.0703125
brandom,36.0,36.0,neumark,3,12.243059158325195,18.115493774414062,16.9765625
brandon,35.0,35.0,neumark,1,12.18880844116211,19.054035186767575,17.16796875
brenda,59.0,49.0,neumark,1,12.17747402191162,19.0334529876709,17.02734375
brendan,56.88834951456311,61.762135922330096,bertrand,206,12.253374099731444,19.03346061706543,17.046875
brett,54.54854368932039,59.300970873786405,bertrand,206,12.18765640258789,18.972721099853516,16.95703125
brianna,41.5,21.5,neumark,2,12.181805610656738,18.271963119506836,17.09375
carol,75.0,53.0,neumark,1,12.21213150024414,18.941328048706055,17.15625
carolyn,75.33333333333333,64.66666666666667,neumark,3,12.142403602600098,18.909584045410156,17.0078125
carrie,61.271844660194176,61.74271844660194,bertrand,206,12.388696670532228,19.11583709716797,17.228515625
carrie johnson,63.07843137254902,63.23529411764706,jacquemet,51,12.276588439941406,18.890565872192383,17.37109375
carrie martin,71.08333333333333,67.25,oreopoulos,12,12.306191444396973,18.797382354736328,17.455078125
chad,53.396039603960396,56.10891089108911,kline,101,12.311790466308594,18.742713928222656,17.18359375
chales,47.666666666666664,53.333333333333336,neumark,3,12.24909782409668,18.29560279846191,16.4140625
charles,59.0,80.5,neumark,2,12.434731483459473,19.244102478027344,17.171875
chaudhry mohammad,42.125,59.125,oreopoulos,8,12.367969512939451,17.630489349365234,17.287109375
chloe,38.5,31.0,neumark,2,12.189204216003418,19.099157333374023,17.2880859375
christina,71.0,69.0,neumark,1,12.222501754760742,19.051361083984375,17.2568359375
chritine,46.5,25.5,neumark,2,12.457549095153809,18.006067276000977,16.80078125
chrostopher,42.0,65.0,neumark,2,12.289881706237791,17.4945068359375,16.3984375
claire kruger,49.97,65.54,nunley,100,12.213916778564451,18.81774139404297,17.576171875
cody baker,53.58,61.5,nunley,100,12.208672523498535,18.860443115234375,17.1533203125
courtney,36.5,83.0,neumark,2,12.22249984741211,19.02105140686035,17.015625
cynthia,50.5,60.25,neumark,4,12.230030059814451,18.993860244750977,17.142578125
daniel,55.0,65.5,neumark,2,12.453645706176758,19.265380859375,17.1171875
danielle,75.0,58.0,neumark,2,12.21021842956543,19.001638412475582,17.08203125
darius jackson,49.46296296296296,55.851851851851855,gorzig,54,12.2445707321167,18.860187530517575,17.125
darnell,51.570048309178745,55.5024154589372,bertrand,207,12.2772798538208,18.40811538696289,17.015625
david,56.0,63.0,neumark,1,12.418663024902344,19.27950096130371,17.203125
david schmitt,52.80555555555556,69.47222222222223,widner,36,12.404014587402344,19.056781768798828,17.130859375
dawn,74.0,51.5,neumark,2,12.290555953979492,19.033729553222656,17.0234375
deandre washington,44.25,47.2,nunley,100,12.104988098144531,18.05292510986328,17.337890625
deborah,42.5,59.5,neumark,2,12.20925235748291,18.97561264038086,17.125
debra,46.0,53.5,neumark,4,12.21872901916504,19.032047271728516,17.01953125
dennis,37.5,38.0,neumark,2,12.39378261566162,19.209659576416016,17.08203125
deshawn jefferson,45.4,45.85,nunley,100,12.234588623046877,17.567768096923828,17.21875
diane,50.0,65.0,neumark,1,12.245281219482422,19.027164459228516,17.138671875
donald,12.0,40.0,neumark,1,12.270278930664062,19.018457412719727,17.05078125
dong liu,50.22222222222222,63.22222222222222,oreopoulos,18,12.285557746887209,18.568639755249023,17.150390625
donna,57.883495145631066,59.699029126213595,farber,103,12.254768371582031,19.050424575805664,17.15234375
donnell,50.396039603960396,48.42574257425743,kline,101,12.631488800048828,18.781471252441406,17.01953125
dorothy,70.0,72.0,neumark,1,12.283480644226074,19.05089569091797,17.015625
dziella lousaper,49.72649572649573,52.82051282051282,jacquemet,117,12.192177772521973,16.649885177612305,17.279296875
ebony,54.43689320388349,52.970873786407765,bertrand,206,12.196410179138184,18.82845115661621,17.134765625
ebony booker,49.16,49.73,nunley,100,12.15895175933838,18.699432373046875,17.5205078125
ebony williams,61.76470588235294,60.88235294117647,jacquemet,51,12.149842262268066,18.671571731567383,17.048828125
edona sanastroug,40.53191489361702,45.702127659574465,jacquemet,47,12.147552490234377,16.963619232177734,17.0703125
edona sanatroug,58.22222222222222,65.47619047619048,jacquemet,63,12.139252662658691,17.02805519104004,17.064453125
edward,57.666666666666664,73.33333333333333,neumark,3,12.412185668945312,19.181779861450195,17.21484375
emily,65.25242718446601,65.37378640776699,bertrand,206,12.277141571044922,19.06979751586914,17.181640625
emily brown,76.28571428571429,70.42857142857143,oreopoulos,14,12.216866493225098,18.877756118774418,17.216796875
emma,77.66666666666667,68.33333333333333,neumark,3,12.279757499694824,19.17710876464844,17.05859375
eric wang,52.46153846153846,80.3076923076923,oreopoulos,13,12.221125602722168,18.971141815185547,17.3193359375
erin,64.1980198019802,63.0,kline,101,12.235763549804688,19.057952880859375,17.21875
ethan,30.333333333333332,68.0,neumark,3,12.136884689331056,19.02178001403809,17.291015625
fang wang,53.5,62.25,oreopoulos,12,12.146770477294922,18.440956115722656,17.19921875
fathia hassan,44.67307692307692,43.42307692307692,gorzig,52,12.372035026550291,17.663116455078125,17.3790283203125
fatima sheikh,53.666666666666664,42.888888888888886,oreopoulos,9,12.37509536743164,18.62405776977539,17.60205078125
frank,37.166666666666664,51.333333333333336,neumark,6,12.477373123168944,19.267547607421875,17.0546875
gadarine besnik,49.26086956521739,57.02608695652174,jacquemet,115,12.321440696716309,17.445268630981445,17.130859375
geoffrey,51.48309178743961,62.468599033816425,bertrand,207,12.227947235107422,19.06652069091797,17.177734375
george,50.0,54.0,neumark,1,12.381300926208496,19.248056411743164,17.1484375
greg,56.07281553398058,62.786407766990294,bertrand,206,12.41827392578125,19.246356964111328,17.109375
greg johnson,70.71428571428571,78.42857142857143,oreopoulos,14,12.295702934265137,19.028667449951172,17.2265625
hakim,48.02926829268293,53.89756097560976,bertrand,205,12.150816917419434,18.795604705810547,17.4609375
hannah,76.0,72.0,neumark,2,12.22519588470459,19.127073287963867,17.514892578125
hassan khan,45.22222222222222,55.333333333333336,oreopoulos,9,12.274312019348145,18.901947021484375,17.3857421875
heather,61.320197044334975,58.08866995073892,farber,203,12.281726837158203,19.068784713745117,17.02734375
hina chaudhry,48.666666666666664,56.22222222222222,oreopoulos,9,12.32000732421875,17.331132888793945,17.4296875
imani williams,55.170731707317074,51.09756097560975,gorzig,41,12.215088844299316,18.66963768005371,17.46484375
isabella,55.5,59.5,neumark,2,12.400161743164062,19.162399291992188,17.37646484375
jack li,51.1875,73.5,oreopoulos,16,12.302309036254885,18.990711212158203,17.04296875
jacob,59.1747572815534,64.47572815533981,kline,103,12.237020492553713,19.143375396728516,17.07421875
jacob myers,54.61702127659574,66.70212765957447,gorzig,47,12.278637886047363,18.95933723449707,17.19921875
jake kelly,51.22,63.91,nunley,100,12.489654541015623,19.09056282043457,17.322265625
jalen harris,56.093023255813954,55.372093023255815,gorzig,43,12.22903060913086,18.308399200439453,17.365234375
jamal,50.136585365853655,52.951219512195124,bertrand,205,12.336689949035645,19.06517219543457,17.0390625
james liu,60.111111111111114,73.16666666666667,oreopoulos,18,12.275646209716797,18.95075798034668,17.154296875
james yoder,64.37209302325581,73.5813953488372,widner,43,12.161919593811035,18.07613754272461,17.0078125
janet,75.0,73.0,neumark,1,12.239791870117188,19.07502555847168,17.107421875
janice,48.08,57.77,farber,100,12.237116813659668,18.96724319458008,17.28125
jasmine washington,64.27619047619048,62.63809523809524,jacquemet,105,12.133515357971191,18.731990814208984,17.521728515625
jason,58.53398058252427,66.24271844660194,kline,103,12.341958999633787,19.25005149841309,17.203125
jay,55.34466019417476,60.239024390243905,bertrand,206,12.41592025756836,18.940807342529297,17.4296875
jeffrey,46.0,26.0,neumark,1,12.36262321472168,19.102054595947266,17.2578125
jennifer,63.377450980392155,59.8235294117647,farber,204,12.308454513549805,19.11542510986328,17.0
jennifer li,52.38461538461539,65.46153846153847,oreopoulos,13,12.203920364379885,18.819135665893555,17.41259765625
jeremy,58.198019801980195,63.0,kline,101,12.302796363830566,19.11499786376953,17.12109375
jermaine,51.271844660194176,53.63592233009709,bertrand,206,12.317804336547852,18.30244827270508,17.02734375
jerry,57.5,42.5,neumark,2,12.392284393310549,19.236862182617188,17.09375
jill,59.11057692307692,61.05769230769231,bertrand,208,12.459026336669922,19.111513137817383,17.0859375
jill wilson,61.93333333333333,69.93333333333334,oreopoulos,15,12.326164245605469,18.86815071105957,17.166015625
jilue,52.5,46.0,neumark,2,12.335894584655762,17.798961639404297,17.283203125
joan,53.48514851485149,62.75247524752475,farber,101,12.172099113464355,18.94524383544922,17.078125
john,44.0,28.0,neumark,1,12.525793075561523,19.330602645874023,17.171875
john martin,63.833333333333336,80.25,oreopoulos,12,12.606608390808104,19.222747802734375,17.19921875
john mueller,55.275,71.65,widner,40,12.460365295410156,19.158702850341797,17.11328125
jonathan,63.5,54.5,neumark,4,12.284483909606934,19.12436294555664,17.265625
jonathon,67.0,65.0,neumark,1,12.40021800994873,18.937255859375,17.109375
joseph,42.5,37.5,neumark,2,12.405940055847168,19.273210525512695,17.349609375
joshua,62.490196078431374,66.46078431372548,kline,102,12.298195838928224,19.150083541870117,17.416015625
joyce,54.0,65.0,neumark,1,12.324382781982422,19.141109466552734,17.3671875
judith,25.0,65.0,neumark,1,12.287519454956056,19.024091720581055,17.333984375
judy,24.0,16.0,neumark,1,12.307578086853027,19.084671020507812,17.11328125
julie,68.30392156862744,62.21568627450981,kline,102,12.301679611206056,19.066810607910156,17.25
justin,61.02884615384615,63.25,kline,104,12.400716781616213,19.21968650817871,17.19140625
kareem,51.092233009708735,54.49029126213592,bertrand,206,12.334264755249023,18.202495574951172,17.707275390625
karen,40.0,35.0,neumark,1,12.21718692779541,19.05925750732422,17.0546875
kayla,86.0,84.0,neumark,1,12.24974250793457,19.075355529785156,17.234375
keisha,53.43961352657005,51.792270531400966,bertrand,207,12.197099685668944,18.2596435546875,17.23046875
kenneth,68.75,56.5,neumark,4,12.228070259094238,18.999086380004883,17.220703125
kenya,57.17560975609756,55.64390243902439,bertrand,205,12.218337059020996,18.88739585876465,17.046875
kevin,61.0,21.0,neumark,1,12.317047119140623,19.162494659423828,16.9375
khalid bahdoon,33.148936170212764,40.851063829787236,gorzig,47,11.940579414367676,17.071142196655273,17.5048828125
kimberely,49.333333333333336,62.0,neumark,3,12.282415390014648,18.40558433532715,17.1484375
kimberley,60.0,60.0,neumark,1,12.34052276611328,18.931554794311523,17.05859375
kimberly,40.0,38.0,neumark,1,12.382102966308594,19.048620223999023,17.0625
kristen,62.4,62.0,bertrand,205,12.269346237182615,19.04231834411621,17.18359375
kristen smith,69.78846153846153,65.78846153846153,jacquemet,52,12.307437896728516,18.9648494720459,17.23828125
kyle,58.5,58.5,neumark,2,12.427328109741213,19.18813133239746,17.283203125
kyler,82.0,33.0,neumark,2,12.200113296508787,18.33928108215332,17.291015625
lakeisha,44.53465346534654,40.31683168316832,kline,101,12.217158317565918,18.655385971069336,17.2421875
lakesha,45.71287128712871,42.12,kline,101,12.317896842956545,18.6385555267334,17.19921875
lakisha,51.88405797101449,49.60386473429951,bertrand,207,12.134906768798828,18.073511123657227,17.0625
lakisha jones,49.88,45.32,jacquemet,50,12.04255485534668,17.9737606048584,17.2958984375
lamar,46.51,47.45,kline,100,12.238786697387695,18.8344669342041,17.169921875
lamont,46.45544554455446,48.06930693069307,kline,101,12.16944980621338,18.65618324279785,17.1484375
larry,50.0,63.5,neumark,2,12.38768196105957,19.170555114746097,17.09765625
lashonda,46.12871287128713,42.91089108910891,kline,101,12.281475067138672,18.257049560546875,17.015625
latasha,46.118811881188115,42.257425742574256,kline,101,12.170448303222656,18.251007080078125,17.16015625
latisha,44.584158415841586,42.68,kline,101,12.199532508850098,18.243553161621097,17.16015625
latonya,52.41545893719807,49.44927536231884,bertrand,207,12.069937705993652,18.023845672607425,17.046875
latoya,52.453658536585365,52.88292682926829,bertrand,205,12.105722427368164,18.10561180114746,16.95703125
latoya brown,58.2,55.2,jacquemet,40,12.051158905029297,17.983060836791992,17.220703125
lauren,62.80392156862745,60.38235294117647,farber,102,12.296282768249512,19.046188354492188,17.263671875
laurie,62.48543689320388,62.51456310679612,bertrand,206,12.29426097869873,18.95726776123047,17.2529296875
laurie anderson,68.0,69.22,jacquemet,50,12.254912376403809,18.807785034179688,17.310546875
lawanda,45.06930693069307,40.475247524752476,kline,101,12.200241088867188,18.474220275878903,17.171875
lei li,64.66666666666667,76.88888888888889,oreopoulos,18,12.100299835205078,18.471790313720703,17.2822265625
leroy,52.78536585365854,55.673170731707316,bertrand,205,12.058716773986816,18.66224670410156,17.408203125
linda,55.10679611650485,64.03883495145631,farber,103,12.229071617126465,19.03135681152344,17.294921875
lisa,54.0,53.666666666666664,neumark,3,12.231547355651855,19.074235916137695,17.283203125
lori,63.42574257425743,59.495049504950494,kline,101,12.166271209716797,18.767372131347656,17.013671875
lucas peterson,59.8,73.25,gorzig,60,12.29847240447998,19.01215553283691,17.19921875
lukas minsopoulos,58.8,67.4,oreopoulos,10,11.962250709533691,17.122255325317383,17.138671875
mack,61.5,61.0,neumark,2,12.345355987548828,18.5124454498291,17.0
mamuud irshad,36.14545454545455,46.70909090909091,widner,55,12.258977890014648,17.135530471801758,17.177734375
margaret,45.0,78.0,neumark,1,12.327579498291016,19.10927391052246,17.46435546875
mark,67.0,73.0,neumark,2,12.467595100402832,19.35299491882324,17.294921875
marquis,47.32673267326733,46.7029702970297,kline,101,12.209152221679688,18.88469123840332,17.14453125
mary,66.05940594059406,63.663366336633665,farber,101,12.378746032714844,19.160947799682617,17.078125
matthew,58.39613526570049,66.44444444444444,bertrand,207,12.256909370422363,19.08763885498047,17.185546875
matthew wilson,69.42857142857143,74.57142857142857,oreopoulos,14,12.316132545471191,19.00870132446289,17.353515625
maurice,52.0,52.68316831683168,kline,101,12.393122673034668,19.111968994140625,17.28515625
