judgment_axis,steering_axis,direction_type,intervention,control_scale,endpoint_strength,endpoint_effect,slope,n_random_directions,endpoint_signed_percentile,endpoint_absolute_percentile,endpoint_random_median,endpoint_target_minus_random_median,slope_signed_percentile,slope_absolute_percentile,slope_random_median,slope_target_minus_random_median,paired_topic_difference,paired_topic_ci_low,paired_topic_ci_high
warmth,warmth,target,additive,sd_matched,0.1,1.84227294921875,15.06002197265625,99,0.86,0.8,0.39564208984375,1.446630859375,0.92,0.82,-0.08491210937500068,15.14493408203125,1.5219482421875,1.4553955078125,1.5915057373046875
warmth,competence,cross_axis,additive,sd_matched,0.1,2.85306396484375,19.645361328124995,99,0.96,0.95,0.39564208984375,2.457421875,0.95,0.89,-0.08491210937500068,19.730273437499996,2.5327392578125,2.4383294677734373,2.6343768310546873
competence,warmth,cross_axis,additive,sd_matched,0.1,1.7068603515625,14.673535156249999,99,0.87,0.81,0.22466564178466797,1.482194709777832,0.92,0.82,-0.67890625,15.35244140625,1.5322021484375,1.4692126464843749,1.6024468994140626
competence,competence,target,additive,sd_matched,0.1,2.581201171875,19.3373046875,99,0.97,0.95,0.22466564178466797,2.356535530090332,0.96,0.89,-0.67890625,20.016210937500002,2.40654296875,2.2984826660156252,2.518848876953125
warmth,warmth,target,norm_preserving,sd_matched,0.1,1.83836669921875,14.76044921875,99,0.86,0.8,0.39564208984375,1.442724609375,0.91,0.81,-0.08491210937500068,14.845361328125001,1.5180419921875,1.441064453125,1.59053466796875
warmth,competence,cross_axis,norm_preserving,sd_matched,0.1,2.84940185546875,19.761694335937495,99,0.96,0.95,0.39564208984375,2.453759765625,0.95,0.89,-0.08491210937500068,19.846606445312496,2.5290771484375,2.41239990234375,2.6496130371093747
competence,warmth,cross_axis,norm_preserving,sd_matched,0.1,1.7076904296875,14.547558593750002,99,0.87,0.81,0.22466564178466797,1.483024787902832,0.91,0.81,-0.67890625,15.226464843750003,1.5330322265625,1.42899169921875,1.6464862060546874
competence,competence,target,norm_preserving,sd_matched,0.1,2.58494873046875,19.425976562499997,99,0.97,0.95,0.22466564178466797,2.360283088684082,0.96,0.89,-0.67890625,20.104882812499998,2.41029052734375,2.3394729614257814,2.47586669921875
