axis,strength,name,margin,delta
warmth,-0.5,kenneth,14.625,-11.125
warmth,-0.5,ashley,14.75,-11.125
warmth,-0.5,lucas peterson,14.5,-11.15625
warmth,-0.5,james yoder,13.625,-11.546875
warmth,-0.5,amy wang,14.875,-10.9375
warmth,-0.5,kevin,14.4375,-11.0625
warmth,-0.5,edona sanatroug,13.6875,-11.6875
warmth,-0.5,tremayne,14.5625,-11.28125
warmth,-0.5,joyce,14.75,-11.25
warmth,-0.5,shirley,14.75,-11.03125
warmth,-0.5,aferdita dzaghig,14.125,-11.15625
warmth,-0.5,lauren,14.6875,-11.28125
warmth,-0.5,brandom,11.375,-12.359375
warmth,-0.5,shakir imtiaz,14.25,-11.46875
warmth,-0.5,jeffrey,14.5,-11.09375
warmth,-0.5,brett,14.125,-11.46875
warmth,-0.5,kyler,13.875,-11.75
warmth,-0.5,chritine,11.0625,-11.62744140625
warmth,-0.5,latasha,14.5,-11.375
warmth,-0.5,abu amjad khazin,13.9375,-11.28125
warmth,-0.5,yong zhang,14.5,-11.15625
warmth,-0.5,meredith miller,14.4375,-11.34375
warmth,-0.5,jamal,14.75,-10.90625
warmth,-0.5,mack,13.875,-11.875
warmth,-0.5,jonathan,14.625,-10.9375
warmth,-0.5,carrie,14.625,-11.375
warmth,-0.5,zachary,14.1875,-11.34375
warmth,-0.5,william novak,14.625,-11.0
warmth,-0.5,joshua,14.625,-11.34375
warmth,-0.5,amber sullivan,14.5625,-10.96875
warmth,-0.5,sarah davis,14.5,-11.0625
warmth,-0.5,adam,14.3125,-11.3125
warmth,-0.5,shreya sharma,14.375,-11.15625
warmth,-0.5,donnell,14.25,-11.6875
warmth,-0.5,patrice,14.4375,-11.3125
warmth,-0.5,sarah,14.8125,-11.09375
warmth,-0.5,lei li,14.75,-11.1875
warmth,-0.5,janet,15.125,-10.65625
warmth,-0.5,susan,14.6875,-11.125
warmth,-0.5,lashonda,14.75,-11.125
warmth,-0.5,brad,14.125,-11.4375
warmth,-0.5,michael smith,14.25,-11.1875
warmth,-0.5,deborah,14.625,-11.1875
warmth,-0.5,tara singh,14.9375,-10.75
warmth,-0.5,courtney,14.5,-11.4375
warmth,-0.5,carrie martin,14.5625,-11.1875
warmth,-0.5,mamuud irshad,13.8125,-11.65625
warmth,-0.5,ava,14.875,-11.0625
warmth,-0.5,dziella lousaper,13.5625,-11.671875
warmth,-0.5,abdullah abukar,13.9375,-11.75
