model,predictor,pearson_r,pearson_p,standardized_ols_beta,ols_r2,n_names
qwen3_14b,human_callback,-0.11070279260759257,0.08313266847068769,-0.0242482961625875,0.2529337736771229,246
qwen3_14b,model_warmth,0.11301847443973313,0.07684881833752867,0.07201064773303176,0.2529337736771229,246
qwen3_14b,model_competence,0.45372428330310777,6.784298414294635e-14,0.175397797727758,0.2529337736771229,246
