mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,raw_dense,0.0,11.25,0.0
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,raw_dense,0.0,-13.25,0.0
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,raw_dense,0.0,-15.125,0.0
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,raw_dense,0.0,-14.375,0.0
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,raw_dense,0.0,-14.5625,0.0
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,raw_dense,0.0,-15.125,0.0
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,raw_dense,0.0,-14.125,0.0
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,raw_dense,0.0,-14.6875,0.0
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,raw_dense,0.0,-13.875,0.0
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,raw_dense,0.0,-15.5,0.0
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,raw_dense,0.0,-14.5,0.0
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,raw_dense,0.05,11.375,0.25
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,raw_dense,0.05,11.125,-0.375
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,raw_dense,0.05,11.875,0.25
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,raw_dense,0.05,11.0,-0.125
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,raw_dense,0.05,10.75,-0.125
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,raw_dense,0.05,11.25,-0.25
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,raw_dense,0.05,11.625,-0.25
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,raw_dense,0.05,12.0,0.0
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,raw_dense,0.05,11.25,0.0
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,raw_dense,0.05,11.75,0.5
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,raw_dense,0.05,-12.375,0.875
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,raw_dense,0.05,-13.75,1.375
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,raw_dense,0.05,-13.5,0.875
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,raw_dense,0.05,-13.375,1.1875
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,raw_dense,0.05,-14.0,1.125
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,raw_dense,0.05,-13.125,1.0
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,raw_dense,0.05,-13.75,0.9375
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,raw_dense,0.05,-12.625,1.25
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,raw_dense,0.05,-14.375,1.125
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,raw_dense,0.05,-13.875,0.625
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,raw_dense,0.1,10.875,-0.25
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,raw_dense,0.1,12.0,0.5
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,raw_dense,0.1,12.125,0.5
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,raw_dense,0.1,12.5,1.375
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,raw_dense,0.1,11.25,0.375
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,raw_dense,0.1,12.5,1.0
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,raw_dense,0.1,12.875,1.0
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,raw_dense,0.1,11.375,-0.625
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,raw_dense,0.1,10.875,-0.375
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,raw_dense,0.1,11.625,0.375
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,raw_dense,0.1,-12.5,0.75
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,raw_dense,0.1,-12.625,2.5
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,raw_dense,0.1,-12.125,2.25
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,raw_dense,0.1,-13.5,1.0625
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,raw_dense,0.1,-12.625,2.5
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,raw_dense,0.1,-12.75,1.375
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,raw_dense,0.1,-13.0,1.6875
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,raw_dense,0.1,-11.75,2.125
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,raw_dense,0.1,-14.125,1.375
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,raw_dense,0.1,-13.5,1.0
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random,-0.1,17.5,6.375
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random,-0.1,17.875,6.375
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random,-0.1,18.0,6.375
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random,-0.1,18.125,7.0
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random,-0.1,17.5,6.625
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random,-0.1,19.25,7.75
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random,-0.1,16.75,4.875
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random,-0.1,18.0,6.0
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random,-0.1,15.375,4.125
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random,-0.1,17.625,6.375
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random,-0.1,-20.1875,-6.9375
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random,-0.1,-21.8125,-6.6875
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random,-0.1,-20.0625,-5.6875
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random,-0.1,-24.0625,-9.5
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random,-0.1,-24.875,-9.75
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random,-0.1,-20.0625,-5.9375
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random,-0.1,-20.125,-5.4375
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random,-0.1,-21.3125,-7.4375
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random,-0.1,-20.4375,-4.9375
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random,-0.1,-21.125,-6.625
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random,-0.05,14.25,3.125
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random,-0.05,15.0,3.5
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random,-0.05,15.5,3.875
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random,-0.05,12.875,1.75
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random,-0.05,12.5,1.625
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random,-0.05,14.125,2.625
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random,-0.05,13.375,1.5
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random,-0.05,14.0,2.0
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random,-0.05,11.875,0.625
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random,-0.05,13.625,2.375
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random,-0.05,-17.8125,-4.5625
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random,-0.05,-20.125,-5.0
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random,-0.05,-19.9375,-5.5625
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random,-0.05,-20.5625,-6.0
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random,-0.05,-20.125,-5.0
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random,-0.05,-19.0,-4.875
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random,-0.05,-19.5625,-4.875
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random,-0.05,-18.75,-4.875
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random,-0.05,-21.0,-5.5
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random,-0.05,-19.9375,-5.4375
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random,0.0,11.125,0.0
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random,0.0,11.5,0.0
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random,0.0,11.625,0.0
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random,0.0,11.125,0.0
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random,0.0,10.875,0.0
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random,0.0,11.5,0.0
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random,0.0,11.875,0.0
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random,0.0,12.0,0.0
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random,0.0,11.25,0.0
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random,0.0,11.25,0.0
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random,0.0,-13.25,0.0
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random,0.0,-15.125,0.0
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random,0.0,-14.375,0.0
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random,0.0,-14.5625,0.0
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random,0.0,-15.125,0.0
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random,0.0,-14.125,0.0
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random,0.0,-14.6875,0.0
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random,0.0,-13.875,0.0
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random,0.0,-15.5,0.0
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random,0.0,-14.5,0.0
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random,0.05,10.875,-0.25
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random,0.05,12.0,0.5
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random,0.05,11.375,-0.25
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random,0.05,11.375,0.25
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random,0.05,10.5,-0.375
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random,0.05,11.375,-0.125
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random,0.05,11.5,-0.375
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random,0.05,10.875,-1.125
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random,0.05,11.125,-0.125
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random,0.05,10.75,-0.5
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random,0.05,-13.875,-0.625
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random,0.05,-14.75,0.375
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random,0.05,-14.5,-0.125
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random,0.05,-14.375,0.1875
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random,0.05,-15.375,-0.25
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random,0.05,-14.25,-0.125
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random,0.05,-14.0,0.6875
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random,0.05,-13.25,0.625
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random,0.05,-14.625,0.875
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random,0.05,-14.25,0.25
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random,0.1,8.75,-2.375
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random,0.1,10.25,-1.25
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random,0.1,10.375,-1.25
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random,0.1,9.375,-1.75
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random,0.1,8.5,-2.375
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random,0.1,8.875,-2.625
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random,0.1,9.125,-2.75
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random,0.1,8.625,-3.375
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random,0.1,9.625,-1.625
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random,0.1,9.0,-2.25
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random,0.1,-11.625,1.625
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random,0.1,-12.125,3.0
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random,0.1,-10.75,3.625
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random,0.1,-11.25,3.3125
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random,0.1,-12.0,3.125
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random,0.1,-10.75,3.375
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random,0.1,-10.375,4.3125
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random,0.1,-10.25,3.625
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random,0.1,-11.125,4.375
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random,0.1,-11.125,3.375
baseline,competence,high_competence_t019_s00006,19,high_competence,1,baseline,0.0,11.375,0.0
baseline,competence,high_competence_t003_s00030,3,high_competence,1,baseline,0.0,10.375,0.0
baseline,competence,high_competence_t008_s00050,8,high_competence,1,baseline,0.0,9.5,0.0
baseline,competence,high_competence_t035_s00094,35,high_competence,1,baseline,0.0,10.0,0.0
baseline,competence,high_competence_t056_s00130,56,high_competence,1,baseline,0.0,10.25,0.0
baseline,competence,high_competence_t057_s00134,57,high_competence,1,baseline,0.0,10.125,0.0
baseline,competence,high_competence_t066_s00142,66,high_competence,1,baseline,0.0,10.125,0.0
baseline,competence,high_competence_t078_s00166,78,high_competence,1,baseline,0.0,10.125,0.0
baseline,competence,high_competence_t079_s00170,79,high_competence,1,baseline,0.0,9.125,0.0
baseline,competence,high_competence_t097_s00198,97,high_competence,1,baseline,0.0,10.0,0.0
baseline,competence,low_competence_t019_s00007,19,low_competence,0,baseline,0.0,-12.625,0.0
baseline,competence,low_competence_t003_s00031,3,low_competence,0,baseline,0.0,-11.75,0.0
baseline,competence,low_competence_t008_s00051,8,low_competence,0,baseline,0.0,-14.0,0.0
baseline,competence,low_competence_t035_s00095,35,low_competence,0,baseline,0.0,-13.75,0.0
baseline,competence,low_competence_t056_s00131,56,low_competence,0,baseline,0.0,-13.75,0.0
baseline,competence,low_competence_t057_s00135,57,low_competence,0,baseline,0.0,-13.875,0.0
baseline,competence,low_competence_t066_s00143,66,low_competence,0,baseline,0.0,-14.5,0.0
baseline,competence,low_competence_t078_s00167,78,low_competence,0,baseline,0.0,-14.125,0.0
baseline,competence,low_competence_t079_s00171,79,low_competence,0,baseline,0.0,-14.5,0.0
baseline,competence,low_competence_t097_s00199,97,low_competence,0,baseline,0.0,-12.5,0.0
steering,competence,high_competence_t019_s00006,19,high_competence,1,raw_dense,-0.1,16.875,5.5
steering,competence,high_competence_t003_s00030,3,high_competence,1,raw_dense,-0.1,12.5,2.125
steering,competence,high_competence_t008_s00050,8,high_competence,1,raw_dense,-0.1,11.875,2.375
steering,competence,high_competence_t035_s00094,35,high_competence,1,raw_dense,-0.1,14.0,4.0
steering,competence,high_competence_t056_s00130,56,high_competence,1,raw_dense,-0.1,12.125,1.875
steering,competence,high_competence_t057_s00134,57,high_competence,1,raw_dense,-0.1,12.625,2.5
steering,competence,high_competence_t066_s00142,66,high_competence,1,raw_dense,-0.1,12.75,2.625
steering,competence,high_competence_t078_s00166,78,high_competence,1,raw_dense,-0.1,11.875,1.75
steering,competence,high_competence_t079_s00170,79,high_competence,1,raw_dense,-0.1,11.5,2.375
steering,competence,high_competence_t097_s00198,97,high_competence,1,raw_dense,-0.1,12.875,2.875
steering,competence,low_competence_t019_s00007,19,low_competence,0,raw_dense,-0.1,-22.625,-10.0
steering,competence,low_competence_t003_s00031,3,low_competence,0,raw_dense,-0.1,-17.125,-5.375
steering,competence,low_competence_t008_s00051,8,low_competence,0,raw_dense,-0.1,-19.875,-5.875
steering,competence,low_competence_t035_s00095,35,low_competence,0,raw_dense,-0.1,-18.0,-4.25
steering,competence,low_competence_t056_s00131,56,low_competence,0,raw_dense,-0.1,-20.0,-6.25
steering,competence,low_competence_t057_s00135,57,low_competence,0,raw_dense,-0.1,-22.875,-9.0
steering,competence,low_competence_t066_s00143,66,low_competence,0,raw_dense,-0.1,-19.875,-5.375
steering,competence,low_competence_t078_s00167,78,low_competence,0,raw_dense,-0.1,-16.5,-2.375
steering,competence,low_competence_t079_s00171,79,low_competence,0,raw_dense,-0.1,-19.0,-4.5
steering,competence,low_competence_t097_s00199,97,low_competence,0,raw_dense,-0.1,-19.125,-6.625
steering,competence,high_competence_t019_s00006,19,high_competence,1,raw_dense,-0.05,12.25,0.875
steering,competence,high_competence_t003_s00030,3,high_competence,1,raw_dense,-0.05,10.25,-0.125
steering,competence,high_competence_t008_s00050,8,high_competence,1,raw_dense,-0.05,9.25,-0.25
steering,competence,high_competence_t035_s00094,35,high_competence,1,raw_dense,-0.05,10.375,0.375
steering,competence,high_competence_t056_s00130,56,high_competence,1,raw_dense,-0.05,9.625,-0.625
steering,competence,high_competence_t057_s00134,57,high_competence,1,raw_dense,-0.05,10.375,0.25
steering,competence,high_competence_t066_s00142,66,high_competence,1,raw_dense,-0.05,10.0,-0.125
steering,competence,high_competence_t078_s00166,78,high_competence,1,raw_dense,-0.05,10.125,0.0
steering,competence,high_competence_t079_s00170,79,high_competence,1,raw_dense,-0.05,9.125,0.0
steering,competence,high_competence_t097_s00198,97,high_competence,1,raw_dense,-0.05,10.0,0.0
steering,competence,low_competence_t019_s00007,19,low_competence,0,raw_dense,-0.05,-14.25,-1.625
steering,competence,low_competence_t003_s00031,3,low_competence,0,raw_dense,-0.05,-13.375,-1.625
steering,competence,low_competence_t008_s00051,8,low_competence,0,raw_dense,-0.05,-15.625,-1.625
steering,competence,low_competence_t035_s00095,35,low_competence,0,raw_dense,-0.05,-14.5,-0.75
steering,competence,low_competence_t056_s00131,56,low_competence,0,raw_dense,-0.05,-14.75,-1.0
steering,competence,low_competence_t057_s00135,57,low_competence,0,raw_dense,-0.05,-15.375,-1.5
steering,competence,low_competence_t066_s00143,66,low_competence,0,raw_dense,-0.05,-16.0,-1.5
steering,competence,low_competence_t078_s00167,78,low_competence,0,raw_dense,-0.05,-14.625,-0.5
steering,competence,low_competence_t079_s00171,79,low_competence,0,raw_dense,-0.05,-15.5,-1.0
steering,competence,low_competence_t097_s00199,97,low_competence,0,raw_dense,-0.05,-13.5,-1.0
steering,competence,high_competence_t019_s00006,19,high_competence,1,raw_dense,0.0,11.375,0.0
steering,competence,high_competence_t003_s00030,3,high_competence,1,raw_dense,0.0,10.375,0.0
steering,competence,high_competence_t008_s00050,8,high_competence,1,raw_dense,0.0,9.5,0.0
steering,competence,high_competence_t035_s00094,35,high_competence,1,raw_dense,0.0,10.0,0.0
steering,competence,high_competence_t056_s00130,56,high_competence,1,raw_dense,0.0,10.25,0.0
steering,competence,high_competence_t057_s00134,57,high_competence,1,raw_dense,0.0,10.125,0.0
steering,competence,high_competence_t066_s00142,66,high_competence,1,raw_dense,0.0,10.125,0.0
steering,competence,high_competence_t078_s00166,78,high_competence,1,raw_dense,0.0,10.125,0.0
steering,competence,high_competence_t079_s00170,79,high_competence,1,raw_dense,0.0,9.125,0.0
steering,competence,high_competence_t097_s00198,97,high_competence,1,raw_dense,0.0,10.0,0.0
steering,competence,low_competence_t019_s00007,19,low_competence,0,raw_dense,0.0,-12.625,0.0
steering,competence,low_competence_t003_s00031,3,low_competence,0,raw_dense,0.0,-11.75,0.0
steering,competence,low_competence_t008_s00051,8,low_competence,0,raw_dense,0.0,-14.0,0.0
steering,competence,low_competence_t035_s00095,35,low_competence,0,raw_dense,0.0,-13.75,0.0
steering,competence,low_competence_t056_s00131,56,low_competence,0,raw_dense,0.0,-13.75,0.0
