mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin,judgment_axis,steering_axis,direction_type,random_id,vector_kind,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift,decision_flipped
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_041,-0.1,-24.5,-2.6875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.5085630482877338,-2.5954656713813824,0.00011701653420459479,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_041,-0.1,-24.375,-3.0625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.5085630482877338,-2.5954656713813824,0.0001373787526972592,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_041,-0.1,-24.1875,-2.84375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.5085630482877338,-2.5954656713813824,0.0001373787526972592,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_041,-0.1,-24.3125,-3.25,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.5085630482877338,-2.5954656713813824,0.0001373787526972592,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_041,-0.1,-24.34375,-3.3125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.5085630482877338,-2.5954656713813824,0.0001373787526972592,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_041,-0.1,-25.0,-3.15625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.5085630482877338,-2.5954656713813824,0.0001373787526972592,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_041,-0.05,16.9375,-0.21875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.085690594976768e-05,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_041,-0.05,17.1484375,-0.2890625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.230807386804372e-05,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_041,-0.05,16.3984375,-0.3203125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.230807386804372e-05,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_041,-0.05,16.640625,-0.25,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.499370985897258e-05,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_041,-0.05,17.1171875,-0.34375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.499370985897258e-05,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_041,-0.05,16.234375,-0.3125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.499370985897258e-05,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_041,-0.05,16.8203125,-0.28125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.499370985897258e-05,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_041,-0.05,17.25,-0.3671875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.499370985897258e-05,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_041,-0.05,16.921875,-0.40625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.499370985897258e-05,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_041,-0.05,16.40625,-0.40625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.499370985897258e-05,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_041,-0.05,-24.25,-1.9375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.499370985897258e-05,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_041,-0.05,-21.8125,-1.71875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,7.499370985897258e-05,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_041,-0.05,-23.625,-1.625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,9.327758016297594e-05,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_041,-0.05,-23.1875,-1.21875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,9.327758016297594e-05,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_041,-0.05,-23.1875,-1.375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,9.327758016297594e-05,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_041,-0.05,-22.78125,-1.46875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,9.327758016297594e-05,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_041,-0.05,-23.03125,-1.6875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,9.327758016297594e-05,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_041,-0.05,-22.8125,-1.75,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,9.327758016297594e-05,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_041,-0.05,-22.6875,-1.65625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,9.327758016297594e-05,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_041,-0.05,-23.3125,-1.46875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,-0.2542815241438669,-1.2977328356906912,9.327758016297594e-05,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_041,0.0,17.15625,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_041,0.0,17.4375,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_041,0.0,16.71875,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_041,0.0,16.890625,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_041,0.0,17.4609375,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_041,0.0,16.546875,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_041,0.0,17.1015625,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_041,0.0,17.6171875,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_041,0.0,17.328125,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_041,0.0,16.8125,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_041,0.0,-22.3125,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_041,0.0,-20.09375,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_041,0.0,-22.0,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_041,0.0,-21.96875,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_041,0.0,-21.8125,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_041,0.0,-21.3125,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_041,0.0,-21.34375,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_041,0.0,-21.0625,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_041,0.0,-21.03125,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_041,0.0,-21.84375,0.0,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.0,0.0,0.0,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_041,0.05,17.7421875,0.5859375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,6.291450699791312e-05,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_041,0.05,17.9453125,0.5078125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,6.291450699791312e-05,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_041,0.05,17.1328125,0.4140625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,6.291450699791312e-05,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_041,0.05,17.078125,0.1875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,7.087578705977648e-05,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_041,0.05,17.7890625,0.328125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,7.087578705977648e-05,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_041,0.05,16.953125,0.40625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,7.087578705977648e-05,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_041,0.05,17.6171875,0.515625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,7.087578705977648e-05,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_041,0.05,18.25,0.6328125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,7.087578705977648e-05,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_041,0.05,18.11328125,0.78515625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,7.087578705977648e-05,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_041,0.05,17.09375,0.28125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,7.087578705977648e-05,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_041,0.05,-21.09375,1.21875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,7.087578705977648e-05,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_041,0.05,-18.671875,1.421875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,7.087578705977648e-05,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_041,0.05,-20.71875,1.28125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,8.459039236186072e-05,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_041,0.05,-20.65625,1.3125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,8.459039236186072e-05,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_041,0.05,-20.3125,1.5,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,8.459039236186072e-05,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_041,0.05,-19.9375,1.375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,8.459039236186072e-05,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_041,0.05,-20.265625,1.078125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,8.459039236186072e-05,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_041,0.05,-19.796875,1.265625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,8.459039236186072e-05,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_041,0.05,-19.71875,1.3125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,8.459039236186072e-05,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_041,0.05,-20.625,1.21875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.2542815241438669,1.2977328356906912,8.459039236186072e-05,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_041,0.1,18.78125,1.625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.00013294289237819612,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_041,0.1,18.84912109375,1.41162109375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.00013294289237819612,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_041,0.1,18.1171875,1.3984375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.00014271546388044953,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_041,0.1,18.13568115234375,1.24505615234375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.00014271546388044953,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_041,0.1,18.859375,1.3984375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_041,0.1,18.00390625,1.45703125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_041,0.1,18.5625,1.4609375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_041,0.1,18.97119140625,1.35400390625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_041,0.1,18.8515625,1.5234375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_041,0.1,17.8515625,1.0390625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_041,0.1,-19.96875,2.34375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_041,0.1,-17.0703125,3.0234375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_041,0.1,-19.59375,2.40625,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_041,0.1,-19.0,2.96875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_041,0.1,-19.21875,2.59375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_041,0.1,-18.703125,2.609375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_041,0.1,-19.296875,2.046875,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_041,0.1,-18.625,2.4375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_041,0.1,-18.5,2.53125,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_041,0.1,-19.734375,2.109375,competence,,random,041,raw,norm_preserving,sd_matched,0.19594289144154303,0.5085630482877338,2.5954656713813824,0.0001487838599132374,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_042,-0.1,17.32421875,0.16796875,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_042,-0.1,17.515625,0.078125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_042,-0.1,16.53125,-0.1875,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_042,-0.1,16.9609375,0.0703125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_042,-0.1,17.0625,-0.3984375,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_042,-0.1,16.53125,-0.015625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_042,-0.1,16.8125,-0.2890625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_042,-0.1,17.6796875,0.0625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_042,-0.1,17.296875,-0.03125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_042,-0.1,16.6796875,-0.1328125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_042,-0.1,-21.6875,0.625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00020471694006118923,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_042,-0.1,-19.3125,0.78125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00021414166258182377,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_042,-0.1,-21.21875,0.78125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00021414166258182377,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_042,-0.1,-21.1875,0.78125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00021414166258182377,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_042,-0.1,-20.90625,0.90625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00021414166258182377,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_042,-0.1,-20.5,0.8125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00021414166258182377,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_042,-0.1,-20.75,0.59375,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00021414166258182377,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_042,-0.1,-21.1875,-0.125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00021414166258182377,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_042,-0.1,-20.625,0.40625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00021414166258182377,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_042,-0.1,-21.40625,0.4375,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.5715374989650475,-2.5954656713813824,0.00021414166258182377,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_042,-0.05,17.421875,0.265625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_042,-0.05,17.53125,0.09375,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t008_s00050,8,high_competence,1,random_042,-0.05,16.734375,0.015625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t035_s00094,35,high_competence,1,random_042,-0.05,17.0546875,0.1640625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t056_s00130,56,high_competence,1,random_042,-0.05,17.4453125,-0.015625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t057_s00134,57,high_competence,1,random_042,-0.05,16.46875,-0.078125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t066_s00142,66,high_competence,1,random_042,-0.05,17.4140625,0.3125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t078_s00166,78,high_competence,1,random_042,-0.05,17.5625,-0.0546875,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t079_s00170,79,high_competence,1,random_042,-0.05,17.6484375,0.3203125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t097_s00198,97,high_competence,1,random_042,-0.05,16.8984375,0.0859375,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t019_s00007,19,low_competence,0,random_042,-0.05,-22.1875,0.125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t003_s00031,3,low_competence,0,random_042,-0.05,-19.609375,0.484375,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t008_s00051,8,low_competence,0,random_042,-0.05,-21.46875,0.53125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t035_s00095,35,low_competence,0,random_042,-0.05,-21.5,0.46875,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t056_s00131,56,low_competence,0,random_042,-0.05,-21.1875,0.625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t057_s00135,57,low_competence,0,random_042,-0.05,-20.90625,0.40625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t066_s00143,66,low_competence,0,random_042,-0.05,-21.09375,0.25,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t078_s00167,78,low_competence,0,random_042,-0.05,-20.78125,0.28125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t079_s00171,79,low_competence,0,random_042,-0.05,-20.5,0.53125,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,low_competence_t097_s00199,97,low_competence,0,random_042,-0.05,-21.6875,0.15625,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,-0.28576874948252373,-1.2977328356906912,8.974740921985358e-05,False
steering,competence,high_competence_t019_s00006,19,high_competence,1,random_042,0.0,17.15625,0.0,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,0.0,0.0,0.0,False
steering,competence,high_competence_t003_s00030,3,high_competence,1,random_042,0.0,17.4375,0.0,competence,,random,042,raw,norm_preserving,sd_matched,0.22020614846385486,0.0,0.0,0.0,False
