mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin,judgment_axis,steering_axis,direction_type,random_id,vector_kind,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift,decision_flipped
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_014,0.0,18.2626953125,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random_014,0.0,18.71875,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random_014,0.0,18.482421875,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random_014,0.0,17.359375,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random_014,0.0,18.462890625,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random_014,0.0,18.591064453125,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random_014,0.0,16.84375,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random_014,0.0,18.6328125,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random_014,0.0,-22.09375,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_014,0.0,-22.0625,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_014,0.0,-22.34375,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random_014,0.0,-19.625,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random_014,0.0,-22.59375,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random_014,0.0,-22.78125,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random_014,0.0,-22.8125,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random_014,0.0,-22.84375,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random_014,0.0,-22.09375,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random_014,0.0,-22.5625,0.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.0,0.0,0.0,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random_014,0.05,17.83642578125,0.03564453125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,8.490913751302287e-05,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_014,0.05,17.42578125,-0.3359375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,8.490913751302287e-05,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_014,0.05,17.9814453125,-0.28125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.358048555441201e-05,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random_014,0.05,18.22265625,-0.49609375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random_014,0.05,17.8525390625,-0.6298828125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random_014,0.05,16.88671875,-0.47265625,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random_014,0.05,18.1044921875,-0.3583984375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random_014,0.05,17.806640625,-0.784423828125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random_014,0.05,16.7578125,-0.0859375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random_014,0.05,18.107421875,-0.525390625,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random_014,0.05,-22.34375,-0.25,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_014,0.05,-22.75,-0.6875,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_014,0.05,-21.96875,0.375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random_014,0.05,-19.84375,-0.21875,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random_014,0.05,-22.65625,-0.0625,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random_014,0.05,-23.0,-0.21875,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random_014,0.05,-23.15625,-0.34375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,9.69687316683121e-05,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random_014,0.05,-23.375,-0.53125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,0.00010728577763075009,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random_014,0.05,-22.1875,-0.09375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,0.00010728577763075009,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random_014,0.05,-22.8125,-0.25,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.3119764750200651,1.4290872579037641,0.00010728577763075009,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random_014,0.1,16.5859375,-1.21484375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00016076635802164674,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_014,0.1,16.42724609375,-1.33447265625,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.0001609089958947152,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_014,0.1,17.021484375,-1.2412109375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.0001609089958947152,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random_014,0.1,17.3984375,-1.3203125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random_014,0.1,17.240234375,-1.2421875,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random_014,0.1,16.482421875,-0.876953125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random_014,0.1,17.310546875,-1.15234375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random_014,0.1,16.84765625,-1.743408203125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random_014,0.1,16.302734375,-0.541015625,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random_014,0.1,17.52734375,-1.10546875,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random_014,0.1,-23.15625,-1.0625,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_014,0.1,-23.0625,-1.0,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_014,0.1,-22.15625,0.1875,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random_014,0.1,-20.5,-0.875,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random_014,0.1,-23.21875,-0.625,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random_014,0.1,-23.09375,-0.3125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random_014,0.1,-23.625,-0.8125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random_014,0.1,-23.40625,-0.5625,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random_014,0.1,-22.875,-0.78125,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00019301760767120868,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random_014,0.1,-23.15625,-0.59375,warmth,,random,014,raw,additive,sd_matched,0.21830470693418907,0.6239529500401302,2.8581745158075282,0.00022597363567911088,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random_015,-0.1,18.2578125,0.45703125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00014853007451165468,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_015,-0.1,18.140625,0.37890625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015307875582948327,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_015,-0.1,18.3671875,0.1044921875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015398531104438007,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random_015,-0.1,18.8125,0.09375,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015565963985864073,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random_015,-0.1,18.578125,0.095703125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015565963985864073,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random_015,-0.1,17.7890625,0.4296875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random_015,-0.1,18.4765625,0.013671875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random_015,-0.1,18.5390625,-0.052001953125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random_015,-0.1,17.158203125,0.314453125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random_015,-0.1,18.890625,0.2578125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random_015,-0.1,-23.28125,-1.1875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_015,-0.1,-23.21875,-1.15625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_015,-0.1,-22.6875,-0.34375,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random_015,-0.1,-20.5,-0.875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random_015,-0.1,-23.15625,-0.5625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random_015,-0.1,-23.53125,-0.75,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random_015,-0.1,-23.59375,-0.78125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random_015,-0.1,-23.8125,-0.96875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random_015,-0.1,-21.9375,0.15625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random_015,-0.1,-23.25,-0.6875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.6205756194452551,-2.8581745158075282,0.00015984589117579162,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random_015,-0.05,18.61328125,0.8125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,7.088811253197491e-05,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_015,-0.05,18.16015625,0.3984375,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,7.088811253197491e-05,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_015,-0.05,18.734375,0.4716796875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.46584007376805e-05,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random_015,-0.05,19.2890625,0.5703125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.46584007376805e-05,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random_015,-0.05,18.875,0.392578125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.46584007376805e-05,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random_015,-0.05,17.97412109375,0.61474609375,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.46584007376805e-05,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random_015,-0.05,18.7890625,0.326171875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.46584007376805e-05,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random_015,-0.05,19.10546875,0.514404296875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.46584007376805e-05,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random_015,-0.05,17.453125,0.609375,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.46584007376805e-05,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random_015,-0.05,19.0859375,0.453125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.46584007376805e-05,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random_015,-0.05,-22.09375,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.793366578174755e-05,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_015,-0.05,-22.40625,-0.34375,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.793366578174755e-05,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_015,-0.05,-22.59375,-0.25,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,8.793366578174755e-05,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random_015,-0.05,-19.6875,-0.0625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,9.372902422910556e-05,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random_015,-0.05,-22.28125,0.3125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,9.372902422910556e-05,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random_015,-0.05,-22.625,0.15625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,9.372902422910556e-05,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random_015,-0.05,-23.0625,-0.25,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,9.372902422910556e-05,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random_015,-0.05,-23.03125,-0.1875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,9.372902422910556e-05,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random_015,-0.05,-21.53125,0.5625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,9.372902422910556e-05,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random_015,-0.05,-22.15625,0.40625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,-0.31028780972262754,-1.4290872579037641,9.372902422910556e-05,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random_015,0.0,17.80078125,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_015,0.0,17.76171875,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_015,0.0,18.2626953125,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random_015,0.0,18.71875,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random_015,0.0,18.482421875,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random_015,0.0,17.359375,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random_015,0.0,18.462890625,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random_015,0.0,18.591064453125,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random_015,0.0,16.84375,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random_015,0.0,18.6328125,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random_015,0.0,-22.09375,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_015,0.0,-22.0625,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_015,0.0,-22.34375,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,random_015,0.0,-19.625,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,random_015,0.0,-22.59375,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,random_015,0.0,-22.78125,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,random_015,0.0,-22.8125,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,random_015,0.0,-22.84375,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,random_015,0.0,-22.09375,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,random_015,0.0,-22.5625,0.0,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.0,0.0,0.0,False
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,random_015,0.05,17.37109375,-0.4296875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,6.893567478982732e-05,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_015,0.05,17.212890625,-0.548828125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,6.893567478982732e-05,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_015,0.05,17.484375,-0.7783203125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.192868310492486e-05,False
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,random_015,0.05,18.08203125,-0.63671875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.192868310492486e-05,False
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,random_015,0.05,17.80078125,-0.681640625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.192868310492486e-05,False
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,random_015,0.05,16.88671875,-0.47265625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.192868310492486e-05,False
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,random_015,0.05,17.8583984375,-0.6044921875,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.192868310492486e-05,False
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,random_015,0.05,17.83203125,-0.759033203125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.192868310492486e-05,False
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,random_015,0.05,16.52734375,-0.31640625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.192868310492486e-05,False
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,random_015,0.05,18.017578125,-0.615234375,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.192868310492486e-05,False
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,random_015,0.05,-20.28125,1.8125,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.563533967593685e-05,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_015,0.05,-20.0,2.0625,warmth,,random,015,raw,additive,sd_matched,0.21712306789283722,0.31028780972262754,1.4290872579037641,9.563533967593685e-05,False
