mode,axis,direction,strength,effect,ci_low,ci_high,n,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift
steering,competence,random_005,0.05,0.0625,-0.015625,0.125,8,norm_preserving,sd_matched,0.2625417961456088,0.2261091999528727,0.8612312525944245,0.00010342176392441615
steering,competence,random_005,0.1,0.046875,-0.03125,0.140625,8,additive,sd_matched,0.2625417961456088,0.4522183999057454,1.722462505188849,0.00021407860913313925
steering,competence,random_005,0.1,0.046875,-0.03125,0.140625,8,norm_preserving,sd_matched,0.2625417961456088,0.4522183999057454,1.722462505188849,0.00021407860913313925
steering,competence,random_006,-0.1,0.046875,0.015625,0.0625,8,additive,sd_matched,0.19849831442156848,-0.3419059039343387,-1.722462505188849,0.0001794556010281667
steering,competence,random_006,-0.1,0.046875,0.015625,0.0625,8,norm_preserving,sd_matched,0.19849831442156848,-0.3419059039343387,-1.722462505188849,0.0001794556010281667
steering,competence,random_006,-0.05,0.015625,0.0,0.046875,8,additive,sd_matched,0.19849831442156848,-0.17095295196716934,-0.8612312525944245,5.121107096783817e-05
steering,competence,random_006,-0.05,0.015625,0.0,0.046875,8,norm_preserving,sd_matched,0.19849831442156848,-0.17095295196716934,-0.8612312525944245,5.121107096783817e-05
steering,competence,random_006,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.19849831442156848,0.0,0.0,0.0
steering,competence,random_006,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.19849831442156848,0.0,0.0,0.0
steering,competence,random_006,0.05,0.015625,-0.046875,0.09375,8,additive,sd_matched,0.19849831442156848,0.17095295196716934,0.8612312525944245,5.109414996695705e-05
steering,competence,random_006,0.05,0.015625,-0.046875,0.09375,8,norm_preserving,sd_matched,0.19849831442156848,0.17095295196716934,0.8612312525944245,5.109414996695705e-05
steering,competence,random_006,0.1,0.015625,-0.078125,0.09375,8,additive,sd_matched,0.19849831442156848,0.3419059039343387,1.722462505188849,0.00020218505233060569
steering,competence,random_006,0.1,0.015625,-0.078125,0.09375,8,norm_preserving,sd_matched,0.19849831442156848,0.3419059039343387,1.722462505188849,0.00020218505233060569
steering,competence,random_007,-0.1,0.0,-0.078125,0.0625,8,additive,sd_matched,0.21790689825076665,-0.3753364618589471,-1.7224625051888487,0.00018400502449367195
steering,competence,random_007,-0.1,0.0,-0.078125,0.0625,8,norm_preserving,sd_matched,0.21790689825076665,-0.3753364618589471,-1.7224625051888487,0.00018400502449367195
steering,competence,random_007,-0.05,0.03125,-0.03125,0.09375,8,additive,sd_matched,0.21790689825076665,-0.18766823092947355,-0.8612312525944243,0.00010377007856732234
steering,competence,random_007,-0.05,0.03125,-0.03125,0.09375,8,norm_preserving,sd_matched,0.21790689825076665,-0.18766823092947355,-0.8612312525944243,0.00010377007856732234
steering,competence,random_007,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.21790689825076665,0.0,0.0,0.0
steering,competence,random_007,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.21790689825076665,0.0,0.0,0.0
steering,competence,random_007,0.05,0.0,-0.046875,0.046875,8,additive,sd_matched,0.21790689825076665,0.18766823092947355,0.8612312525944243,0.0001018660404952243
steering,competence,random_007,0.05,0.0,-0.046875,0.046875,8,norm_preserving,sd_matched,0.21790689825076665,0.18766823092947355,0.8612312525944243,0.0001018660404952243
steering,competence,random_007,0.1,0.0,-0.046875,0.046875,8,additive,sd_matched,0.21790689825076665,0.3753364618589471,1.7224625051888487,0.00015336365322582424
steering,competence,random_007,0.1,0.0,-0.046875,0.046875,8,norm_preserving,sd_matched,0.21790689825076665,0.3753364618589471,1.7224625051888487,0.00015336365322582424
steering,competence,random_008,-0.1,0.0,-0.046875,0.046875,8,additive,sd_matched,0.19859863860560847,-0.34207870857971123,-1.722462505188849,0.00016399816377088428
steering,competence,random_008,-0.1,0.0,-0.046875,0.046875,8,norm_preserving,sd_matched,0.19859863860560847,-0.34207870857971123,-1.722462505188849,0.00016399816377088428
steering,competence,random_008,-0.05,0.03125,0.0,0.0625,8,additive,sd_matched,0.19859863860560847,-0.17103935428985562,-0.8612312525944245,5.016481372877024e-05
steering,competence,random_008,-0.05,0.03125,0.0,0.0625,8,norm_preserving,sd_matched,0.19859863860560847,-0.17103935428985562,-0.8612312525944245,5.016481372877024e-05
steering,competence,random_008,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.19859863860560847,0.0,0.0,0.0
steering,competence,random_008,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.19859863860560847,0.0,0.0,0.0
steering,competence,random_008,0.05,0.046875,-0.03125,0.125,8,additive,sd_matched,0.19859863860560847,0.17103935428985562,0.8612312525944245,5.2635048632510006e-05
steering,competence,random_008,0.05,0.046875,-0.03125,0.125,8,norm_preserving,sd_matched,0.19859863860560847,0.17103935428985562,0.8612312525944245,5.2635048632510006e-05
steering,competence,random_008,0.1,-0.046875,-0.09375,0.0,8,additive,sd_matched,0.19859863860560847,0.34207870857971123,1.722462505188849,0.00018519892182666808
steering,competence,random_008,0.1,-0.046875,-0.09375,0.0,8,norm_preserving,sd_matched,0.19859863860560847,0.34207870857971123,1.722462505188849,0.00018519892182666808
steering,competence,random_009,-0.1,0.03125,-0.03125,0.09375,8,additive,sd_matched,0.19872219911570352,-0.342291536925472,-1.7224625051888491,0.00012738870282191783
steering,competence,random_009,-0.1,0.03125,-0.03125,0.09375,8,norm_preserving,sd_matched,0.19872219911570352,-0.342291536925472,-1.7224625051888491,0.00012738870282191783
steering,competence,random_009,-0.05,0.015625,-0.03125,0.0625,8,additive,sd_matched,0.19872219911570352,-0.171145768462736,-0.8612312525944246,6.728885637130588e-05
steering,competence,random_009,-0.05,0.015625,-0.03125,0.0625,8,norm_preserving,sd_matched,0.19872219911570352,-0.171145768462736,-0.8612312525944246,6.728885637130588e-05
steering,competence,random_009,0.0,0.0,0.0,0.0,8,additive,sd_matched,0.19872219911570352,0.0,0.0,0.0
steering,competence,random_009,0.0,0.0,0.0,0.0,8,norm_preserving,sd_matched,0.19872219911570352,0.0,0.0,0.0
steering,competence,random_009,0.05,0.015625,-0.046875,0.09375,8,additive,sd_matched,0.19872219911570352,0.171145768462736,0.8612312525944246,7.115996413631365e-05
steering,competence,random_009,0.05,0.015625,-0.046875,0.09375,8,norm_preserving,sd_matched,0.19872219911570352,0.171145768462736,0.8612312525944246,7.115996413631365e-05
steering,competence,random_009,0.1,0.0,-0.0625,0.078125,8,additive,sd_matched,0.19872219911570352,0.342291536925472,1.7224625051888491,0.000148707433254458
steering,competence,random_009,0.1,0.0,-0.0625,0.078125,8,norm_preserving,sd_matched,0.19872219911570352,0.342291536925472,1.7224625051888491,0.000148707433254458
