judgment_axis,steering_axis,direction_type,intervention,control_scale,endpoint_strength,endpoint_effect,slope,n_random_directions,endpoint_signed_percentile,endpoint_absolute_percentile,endpoint_random_median,endpoint_target_minus_random_median,slope_signed_percentile,slope_absolute_percentile,slope_random_median,slope_target_minus_random_median,paired_topic_difference,paired_topic_ci_low,paired_topic_ci_high
warmth,warmth,target,additive,sd_matched,0.1,0.821875,9.262500000000001,99,1.0,1.0,0.00625,0.815625,1.0,1.0,-0.02500000000000003,9.287500000000001,0.815625,0.61875,1.03125
warmth,competence,cross_axis,additive,sd_matched,0.1,1.0,11.1125,99,1.0,1.0,0.00625,0.99375,1.0,1.0,-0.02500000000000003,11.137500000000001,0.99375,0.875,1.11875
competence,warmth,cross_axis,additive,sd_matched,0.1,1.325,12.299999999999997,99,1.0,1.0,-0.0125,1.3375,1.0,1.0,0.02500000000000003,12.274999999999997,1.34375,1.1,1.625
competence,competence,target,additive,sd_matched,0.1,1.45,14.450000000000003,99,1.0,1.0,-0.0125,1.4625,1.0,1.0,0.02500000000000003,14.425000000000002,1.46875,1.29375,1.675
warmth,warmth,target,norm_preserving,sd_matched,0.1,0.8125,8.925,99,1.0,1.0,0.00625,0.80625,1.0,1.0,-0.02500000000000003,8.950000000000001,0.80625,0.6375,1.0
warmth,competence,cross_axis,norm_preserving,sd_matched,0.1,0.93125,10.7125,99,1.0,1.0,0.00625,0.925,1.0,1.0,-0.02500000000000003,10.7375,0.925,0.78125,1.075
competence,warmth,cross_axis,norm_preserving,sd_matched,0.1,1.4,12.599999999999998,99,1.0,1.0,-0.0125,1.4124999999999999,1.0,1.0,0.02500000000000003,12.574999999999998,1.41875,1.13125,1.725
competence,competence,target,norm_preserving,sd_matched,0.1,1.425,14.600000000000005,99,1.0,1.0,-0.0125,1.4375,1.0,1.0,0.02500000000000003,14.575000000000005,1.44375,1.2875,1.63125
