layer,frac,is_probe_layer,warmth_topic_cv,warmth_topic_cv_std,comp_topic_cv,comp_topic_cv_std,warmth_cohens_d,comp_cohens_d,cos_wc,mean_resid_norm
0,0.0,False,0.89,0.037417,0.95,0.031623,1.019993,2.764699,-0.036844,424.8205
1,0.0164,False,0.9,0.031623,0.94,0.02,1.267058,2.932692,0.009792,590.527
2,0.0328,False,0.91,0.037417,0.96,0.037417,1.314295,2.998581,-0.014544,602.7413
3,0.0492,False,0.91,0.037417,0.96,0.037417,1.340824,2.984957,0.051269,876.3395
4,0.0656,False,0.9,0.031623,0.96,0.037417,1.258419,2.997899,0.033436,883.8527
5,0.082,False,0.89,0.05831,0.97,0.04,1.427924,3.243491,0.038451,894.7609
6,0.0984,False,0.92,0.06,0.98,0.024495,1.737315,3.237007,0.042794,1067.9492
7,0.1148,False,0.95,0.044721,0.97,0.04,1.703104,1.786667,-0.017641,1190.8486
8,0.1311,False,0.91,0.05831,0.98,0.04,1.083507,2.661044,0.376018,1198.8972
9,0.1475,False,0.91,0.04899,0.98,0.024495,0.880431,3.154302,0.033063,1170.0597
10,0.1639,False,0.96,0.037417,0.99,0.02,1.680933,3.614086,0.162937,1235.6797
11,0.1803,False,0.94,0.037417,0.99,0.02,2.756493,4.073664,0.17981,921.0636
12,0.1967,False,0.97,0.024495,1.0,0.0,2.85686,4.367201,0.243399,772.0771
13,0.2131,False,0.98,0.024495,1.0,0.0,3.669486,5.022879,0.301184,1090.3959
14,0.2295,False,1.0,0.0,1.0,0.0,3.202734,4.723557,0.395378,2238.843
15,0.2459,False,1.0,0.0,1.0,0.0,1.404624,2.741619,0.205901,3392.2568
16,0.2623,False,1.0,0.0,1.0,0.0,1.442687,1.53852,0.612521,3832.9639
17,0.2787,False,0.99,0.02,1.0,0.0,1.172541,1.306875,0.705179,6436.8862
18,0.2951,False,1.0,0.0,1.0,0.0,1.477302,1.476089,0.656878,7735.936
19,0.3115,False,1.0,0.0,1.0,0.0,1.57179,1.710129,0.852879,9144.7246
20,0.3279,False,1.0,0.0,1.0,0.0,1.389384,1.516696,0.750834,12298.0029
21,0.3443,False,1.0,0.0,1.0,0.0,1.270579,1.912342,0.79065,14363.6396
22,0.3607,False,1.0,0.0,1.0,0.0,1.098759,1.713275,0.924984,17053.8633
23,0.377,False,1.0,0.0,1.0,0.0,1.237306,1.90783,0.933118,23649.0801
24,0.3934,False,1.0,0.0,1.0,0.0,0.968635,1.581643,0.886882,29013.6094
25,0.4098,False,1.0,0.0,1.0,0.0,1.093719,1.366869,0.918508,31603.5254
26,0.4262,False,1.0,0.0,1.0,0.0,1.356545,1.827838,0.918385,33025.8789
27,0.4426,False,1.0,0.0,1.0,0.0,1.320376,1.792647,0.809614,37950.4258
28,0.459,False,1.0,0.0,1.0,0.0,1.582525,1.924674,0.851125,41349.0156
29,0.4754,False,1.0,0.0,1.0,0.0,1.765078,2.125064,0.817636,43940.3242
30,0.4918,False,1.0,0.0,1.0,0.0,1.961415,2.354527,0.814428,41903.2578
31,0.5082,False,1.0,0.0,1.0,0.0,2.081524,2.263746,0.814455,42368.1094
32,0.5246,False,1.0,0.0,1.0,0.0,2.294291,2.358433,0.814547,43220.2812
33,0.541,False,1.0,0.0,1.0,0.0,2.311854,2.305225,0.770702,45890.75
34,0.5574,False,1.0,0.0,1.0,0.0,2.561093,2.460558,0.73075,52416.2852
35,0.5738,False,1.0,0.0,1.0,0.0,2.208449,2.296045,0.725143,57590.1094
36,0.5902,False,1.0,0.0,1.0,0.0,2.521982,2.901192,0.766883,54648.5195
37,0.6066,False,1.0,0.0,1.0,0.0,2.760818,3.126513,0.731171,55811.6406
38,0.623,False,1.0,0.0,1.0,0.0,2.474028,2.69362,0.730404,59621.5781
39,0.6393,False,1.0,0.0,1.0,0.0,2.683003,2.939655,0.700566,62193.1797
40,0.6557,True,1.0,0.0,1.0,0.0,2.947033,3.272521,0.707797,61575.7969
41,0.6721,False,1.0,0.0,1.0,0.0,2.950389,3.220104,0.69112,63112.7617
42,0.6885,False,1.0,0.0,1.0,0.0,3.006151,3.17354,0.651233,64011.0547
43,0.7049,False,1.0,0.0,1.0,0.0,2.940858,2.8991,0.648292,67784.1562
44,0.7213,False,1.0,0.0,1.0,0.0,2.627188,2.504448,0.654366,74600.5859
45,0.7377,False,1.0,0.0,1.0,0.0,2.701376,2.475078,0.631213,79795.8984
46,0.7541,False,1.0,0.0,1.0,0.0,2.653225,2.60121,0.651634,83206.8203
47,0.7705,False,1.0,0.0,1.0,0.0,2.643501,2.639816,0.64506,87540.2188
48,0.7869,False,1.0,0.0,1.0,0.0,2.608252,2.563742,0.627612,90387.1562
49,0.8033,False,1.0,0.0,1.0,0.0,3.114555,2.882424,0.600444,87973.6016
50,0.8197,False,1.0,0.0,1.0,0.0,3.458434,2.882195,0.574179,90045.2734
51,0.8361,False,1.0,0.0,1.0,0.0,3.373825,2.816447,0.579945,93991.8594
52,0.8525,False,1.0,0.0,1.0,0.0,3.655727,3.314445,0.572878,98116.1562
53,0.8689,False,1.0,0.0,1.0,0.0,3.887731,3.28932,0.556536,102692.7188
54,0.8852,False,1.0,0.0,1.0,0.0,4.341417,3.344173,0.529217,110359.1016
55,0.9016,False,1.0,0.0,1.0,0.0,4.48871,3.724326,0.545851,121242.9609
56,0.918,False,1.0,0.0,1.0,0.0,4.542297,3.852974,0.56367,128318.3906
57,0.9344,False,1.0,0.0,1.0,0.0,4.728428,3.859581,0.552955,141828.4844
58,0.9508,False,1.0,0.0,1.0,0.0,5.095985,4.169781,0.554813,157735.9375
59,0.9672,False,1.0,0.0,1.0,0.0,5.049219,4.422618,0.581111,159731.3438
60,0.9836,False,1.0,0.0,1.0,0.0,4.884749,4.376607,0.588568,156758.0
61,1.0,False,1.0,0.0,1.0,0.0,2.956702,2.627849,0.594573,177436.7969
