label,model,layer,sae_release,sae_id,width,n_features,relative_l2_error_mean,relative_l2_error_std,reconstruction_cosine_mean,active_features_mean,active_features_std,warmth_cohens_d,competence_cohens_d,warmth_cv,competence_cv,warmth_topic_cv,competence_topic_cv,cross_warmth_on_competence_cv,cross_competence_on_warmth_cv,feature_cosine,decoded_warmth_alignment,decoded_competence_alignment,shared_energy_fraction_warmth,shared_energy_fraction_competence
gemma3_27b,google/gemma-3-27b-it,40,gemma-scope-2-27b-it-res,layer_40_width_16k_l0_medium,16k,16384,0.1843269020318985,0.020491087809205055,0.9951063394546509,7.635000228881836,2.1475043296813965,2.3200432826658632,2.1376747233870286,0.74,0.61,0.8400000000000001,0.76,0.63,0.7,0.3097581488559541,0.6066835613481594,0.3984142361700252,0.19737552106380463,0.249298557639122
gemma3_27b,google/gemma-3-27b-it,40,gemma-scope-2-27b-it-res,layer_40_width_65k_l0_medium,65k,65536,0.18719494342803955,0.019906720146536827,0.9951400756835938,6.889999866485596,2.2243874073028564,1.9999385940995429,2.7472895623922926,0.6900000000000001,0.5599999999999999,0.7700000000000001,0.75,0.72,0.71,0.37328627541612314,0.5843661756463413,0.5701405847014844,0.2764119505882263,0.20362234115600586
gemma3_27b,google/gemma-3-27b-it,40,gemma-scope-2-27b-it-res,layer_40_width_262k_l0_medium,262k,262144,0.19401809573173523,0.019394123926758766,0.9950408935546875,5.275000095367432,2.1608736515045166,1.607551660591938,2.403687316618016,0.57,0.6399999999999999,0.71,0.79,0.7,0.72,0.5413981221893485,0.6463005721752003,0.6343812553927108,0.375951886177063,0.2840177118778229
