mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin,judgment_axis,steering_axis,direction_type,random_id,vector_kind
baseline,warmth,high_warmth_t019_s00004,19,high_warmth,1,baseline,0.0,26.8125,0.0,warmth,,baseline,,raw
baseline,warmth,high_warmth_t003_s00028,3,high_warmth,1,baseline,0.0,24.375,0.0,warmth,,baseline,,raw
baseline,warmth,high_warmth_t008_s00048,8,high_warmth,1,baseline,0.0,26.25,0.0,warmth,,baseline,,raw
baseline,warmth,high_warmth_t035_s00092,35,high_warmth,1,baseline,0.0,26.3125,0.0,warmth,,baseline,,raw
baseline,warmth,high_warmth_t056_s00128,56,high_warmth,1,baseline,0.0,26.6875,0.0,warmth,,baseline,,raw
baseline,warmth,high_warmth_t057_s00132,57,high_warmth,1,baseline,0.0,25.875,0.0,warmth,,baseline,,raw
baseline,warmth,high_warmth_t066_s00140,66,high_warmth,1,baseline,0.0,26.875,0.0,warmth,,baseline,,raw
baseline,warmth,high_warmth_t078_s00164,78,high_warmth,1,baseline,0.0,26.59375,0.0,warmth,,baseline,,raw
baseline,warmth,high_warmth_t079_s00168,79,high_warmth,1,baseline,0.0,26.5,0.0,warmth,,baseline,,raw
baseline,warmth,high_warmth_t097_s00196,97,high_warmth,1,baseline,0.0,26.46875,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t019_s00005,19,low_warmth,0,baseline,0.0,-25.84375,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t003_s00029,3,low_warmth,0,baseline,0.0,-25.5,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t008_s00049,8,low_warmth,0,baseline,0.0,-25.96875,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t035_s00093,35,low_warmth,0,baseline,0.0,-25.5,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t056_s00129,56,low_warmth,0,baseline,0.0,-25.625,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t057_s00133,57,low_warmth,0,baseline,0.0,-25.40625,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t066_s00141,66,low_warmth,0,baseline,0.0,-26.125,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t078_s00165,78,low_warmth,0,baseline,0.0,-25.9375,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t079_s00169,79,low_warmth,0,baseline,0.0,-24.875,0.0,warmth,,baseline,,raw
baseline,warmth,low_warmth_t097_s00197,97,low_warmth,0,baseline,0.0,-25.59375,0.0,warmth,,baseline,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,-0.1,25.375,-1.4375,warmth,warmth,target,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,-0.1,22.484375,-1.890625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,-0.1,24.9375,-1.3125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,-0.1,24.75,-1.5625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,-0.1,25.3125,-1.375,warmth,warmth,target,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,-0.1,24.6875,-1.1875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,-0.1,25.46875,-1.40625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,-0.1,25.40625,-1.1875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,-0.1,24.9375,-1.5625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,-0.1,24.9375,-1.53125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,-0.1,-24.75,1.09375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,-0.1,-24.59375,0.90625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,-0.1,-25.0625,0.90625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,-0.1,-24.8125,0.6875,warmth,warmth,target,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,-0.1,-24.8125,0.8125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,-0.1,-24.5625,0.84375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,-0.1,-25.125,1.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,-0.1,-25.0,0.9375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,-0.1,-24.4375,0.4375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,-0.1,-24.65625,0.9375,warmth,warmth,target,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,-0.05,26.0625,-0.75,warmth,warmth,target,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,-0.05,23.640625,-0.734375,warmth,warmth,target,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,-0.05,25.8125,-0.4375,warmth,warmth,target,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,-0.05,25.5625,-0.75,warmth,warmth,target,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,-0.05,26.0625,-0.625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,-0.05,25.4375,-0.4375,warmth,warmth,target,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,-0.05,26.125,-0.75,warmth,warmth,target,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,-0.05,25.71875,-0.875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,-0.05,25.59375,-0.90625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,-0.05,25.75,-0.71875,warmth,warmth,target,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,-0.05,-25.46875,0.375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,-0.05,-25.25,0.25,warmth,warmth,target,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,-0.05,-25.78125,0.1875,warmth,warmth,target,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,-0.05,-25.21875,0.28125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,-0.05,-25.375,0.25,warmth,warmth,target,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,-0.05,-25.4375,-0.03125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,-0.05,-25.875,0.25,warmth,warmth,target,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,-0.05,-25.65625,0.28125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,-0.05,-24.8125,0.0625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,-0.05,-25.3125,0.28125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,0.0,26.8125,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,0.0,24.375,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,0.0,26.25,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,0.0,26.3125,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,0.0,26.6875,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,0.0,25.875,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,0.0,26.875,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,0.0,26.59375,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,0.0,26.5,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,0.0,26.46875,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,0.0,-25.84375,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,0.0,-25.5,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,0.0,-25.96875,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,0.0,-25.5,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,0.0,-25.625,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,0.0,-25.40625,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,0.0,-26.125,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,0.0,-25.9375,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,0.0,-24.875,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,0.0,-25.59375,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,0.05,27.125,0.3125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,0.05,24.84375,0.46875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,0.05,26.46875,0.21875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,0.05,26.8125,0.5,warmth,warmth,target,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,0.05,27.15625,0.46875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,0.05,26.4375,0.5625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,0.05,27.46875,0.59375,warmth,warmth,target,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,0.05,27.125,0.53125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,0.05,26.75,0.25,warmth,warmth,target,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,0.05,27.0625,0.59375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,0.05,-25.84375,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,0.05,-25.28125,0.21875,warmth,warmth,target,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,0.05,-26.03125,-0.0625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,0.05,-25.71875,-0.21875,warmth,warmth,target,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,0.05,-25.53125,0.09375,warmth,warmth,target,,raw
