mode,axis,direction,strength,effect,ci_low,ci_high,n,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift,judgment_axis,steering_axis,direction_type,random_id,vector_kind
steering,competence,competence,-0.1,-1.2162109375,-1.3726953124999999,-1.053310546875,20,additive,sd_matched,3.768838469720317,-9.781890869140625,-2.5954656713813824,0.024264143779873848,competence,competence,target,,raw
steering,competence,competence,-0.1,-1.2474609375,-1.424833984375,-1.0587744140625002,20,norm_preserving,sd_matched,3.768838469720317,-9.781890869140625,-2.5954656713813824,0.005589333828538656,competence,competence,target,,raw
steering,competence,competence,-0.05,-0.8373046875,-0.9207226562499999,-0.7537060546875,20,additive,sd_matched,3.768838469720317,-4.8909454345703125,-1.2977328356906912,0.013911990448832512,competence,competence,target,,raw
steering,competence,competence,-0.05,-0.7759765625,-0.893359375,-0.6728466796875,20,norm_preserving,sd_matched,3.768838469720317,-4.8909454345703125,-1.2977328356906912,0.0058228932321071625,competence,competence,target,,raw
steering,competence,competence,0.0,0.0,0.0,0.0,20,additive,sd_matched,3.768838469720317,0.0,0.0,0.0,competence,competence,target,,raw
steering,competence,competence,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,3.768838469720317,0.0,0.0,0.0,competence,competence,target,,raw
steering,competence,competence,0.05,1.13785400390625,1.041251220703125,1.2313931274414063,20,additive,sd_matched,3.768838469720317,4.8909454345703125,1.2977328356906912,0.017389371991157532,competence,competence,target,,raw
steering,competence,competence,0.05,1.13125,1.0228369140625002,1.240234375,20,norm_preserving,sd_matched,3.768838469720317,4.8909454345703125,1.2977328356906912,0.003936534281820059,competence,competence,target,,raw
steering,competence,competence,0.1,2.6565093994140625,2.530523910522461,2.800336532592773,20,additive,sd_matched,3.768838469720317,9.781890869140625,2.5954656713813824,0.03820836544036865,competence,competence,target,,raw
steering,competence,competence,0.1,2.625558853149414,2.4579785156250002,2.7886563205718993,20,norm_preserving,sd_matched,3.768838469720317,9.781890869140625,2.5954656713813824,0.0039043016731739044,competence,competence,target,,raw
steering,competence,random_000,-0.1,1.2767578125,1.1179638671875,1.3859375,20,additive,sd_matched,0.20940930194400065,-0.5435146544635923,-2.5954656713813824,0.00017015890625771135,competence,,random,000,raw
steering,competence,random_000,-0.1,1.2767578125,1.1179638671875,1.3859375,20,norm_preserving,sd_matched,0.20940930194400065,-0.5435146544635923,-2.5954656713813824,0.00017015890625771135,competence,,random,000,raw
steering,competence,random_000,-0.05,0.49146728515625,0.34965270996093756,0.615760498046875,20,additive,sd_matched,0.20940930194400065,-0.27175732723179613,-1.2977328356906912,0.00011430095764808357,competence,,random,000,raw
steering,competence,random_000,-0.05,0.49146728515625,0.34965270996093756,0.615760498046875,20,norm_preserving,sd_matched,0.20940930194400065,-0.27175732723179613,-1.2977328356906912,0.00011430095764808357,competence,,random,000,raw
steering,competence,random_000,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.20940930194400065,0.0,0.0,0.0,competence,,random,000,raw
steering,competence,random_000,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.20940930194400065,0.0,0.0,0.0,competence,,random,000,raw
steering,competence,random_000,0.05,-0.0818359375,-0.19572265624999996,0.045703125,20,additive,sd_matched,0.20940930194400065,0.27175732723179613,1.2977328356906912,0.00012798899842891842,competence,,random,000,raw
steering,competence,random_000,0.05,-0.0818359375,-0.19572265624999996,0.045703125,20,norm_preserving,sd_matched,0.20940930194400065,0.27175732723179613,1.2977328356906912,0.00012798899842891842,competence,,random,000,raw
steering,competence,random_000,0.1,-0.12501220703125,-0.22609954833984375,-0.00690368652343753,20,additive,sd_matched,0.20940930194400065,0.5435146544635923,2.5954656713813824,0.00023503646661993116,competence,,random,000,raw
steering,competence,random_000,0.1,-0.12501220703125,-0.22609954833984375,-0.00690368652343753,20,norm_preserving,sd_matched,0.20940930194400065,0.5435146544635923,2.5954656713813824,0.00023503646661993116,competence,,random,000,raw
steering,competence,random_001,-0.1,0.3322265625,0.16639648437500001,0.5351806640624999,20,additive,sd_matched,0.2628143150415446,-0.6821255326379407,-2.5954656713813824,0.00020576185488607734,competence,,random,001,raw
steering,competence,random_001,-0.1,0.3322265625,0.16639648437500001,0.5351806640624999,20,norm_preserving,sd_matched,0.2628143150415446,-0.6821255326379407,-2.5954656713813824,0.00020576185488607734,competence,,random,001,raw
