model,predictor,pearson_r,pearson_p,standardized_ols_beta,ols_r2,n_names
qwen36_35b_a3b,human_callback,-0.1558943196515318,0.014379662337029631,-0.02633952640789317,0.2289265007284923,246
qwen36_35b_a3b,model_warmth,0.44189129234220725,3.507111942436799e-13,0.16375844932430425,0.2289265007284923,246
qwen36_35b_a3b,model_competence,0.2806130770944205,7.860668887531884e-06,-0.06415868529746713,0.2289265007284923,246
