mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin,judgment_axis,steering_axis,direction_type,random_id,vector_kind
baseline,warmth,high_warmth_t019_s00004,19,high_warmth,1,baseline,0.0,23.125,0.0,warmth,,baseline,,denoised
baseline,warmth,high_warmth_t003_s00028,3,high_warmth,1,baseline,0.0,21.8125,0.0,warmth,,baseline,,denoised
baseline,warmth,high_warmth_t008_s00048,8,high_warmth,1,baseline,0.0,22.3125,0.0,warmth,,baseline,,denoised
baseline,warmth,high_warmth_t035_s00092,35,high_warmth,1,baseline,0.0,22.0,0.0,warmth,,baseline,,denoised
baseline,warmth,high_warmth_t056_s00128,56,high_warmth,1,baseline,0.0,21.625,0.0,warmth,,baseline,,denoised
baseline,warmth,high_warmth_t057_s00132,57,high_warmth,1,baseline,0.0,21.0,0.0,warmth,,baseline,,denoised
baseline,warmth,high_warmth_t066_s00140,66,high_warmth,1,baseline,0.0,21.9375,0.0,warmth,,baseline,,denoised
baseline,warmth,high_warmth_t078_s00164,78,high_warmth,1,baseline,0.0,21.9375,0.0,warmth,,baseline,,denoised
baseline,warmth,high_warmth_t079_s00168,79,high_warmth,1,baseline,0.0,21.8125,0.0,warmth,,baseline,,denoised
baseline,warmth,high_warmth_t097_s00196,97,high_warmth,1,baseline,0.0,22.125,0.0,warmth,,baseline,,denoised
baseline,warmth,low_warmth_t019_s00005,19,low_warmth,0,baseline,0.0,-22.9375,0.0,warmth,,baseline,,denoised
