layer,frac,is_probe_layer,warmth_topic_cv,warmth_topic_cv_std,comp_topic_cv,comp_topic_cv_std,warmth_cohens_d,comp_cohens_d,cos_wc,mean_resid_norm
0,0.0,False,0.86,0.02,0.95,0.054772,1.601265,2.802177,0.016594,637.2048
1,0.0213,False,0.87,0.024495,0.95,0.054772,2.142657,2.766788,0.045426,679.4978
2,0.0426,False,0.88,0.024495,0.95,0.054772,1.712021,2.782847,0.146341,636.644
3,0.0638,False,0.87,0.05099,0.96,0.037417,1.801188,2.745427,0.153121,491.9971
4,0.0851,False,0.89,0.086023,0.99,0.02,1.914757,2.790141,0.214196,907.7092
5,0.1064,False,0.94,0.08,0.98,0.024495,2.677646,2.930668,0.196623,1018.1269
6,0.1277,False,0.9,0.070711,0.98,0.024495,3.22685,3.245517,0.166628,1183.1577
7,0.1489,False,0.96,0.04899,0.99,0.02,2.311077,2.621955,0.309613,1877.6616
8,0.1702,False,0.97,0.04,0.99,0.02,2.335871,2.778041,0.333101,2788.4307
9,0.1915,False,0.99,0.02,0.99,0.02,4.571613,4.368277,0.349675,3142.708
10,0.2128,False,1.0,0.0,1.0,0.0,1.292935,1.793752,0.540469,5754.7056
11,0.234,False,1.0,0.0,1.0,0.0,1.139637,1.924935,0.603993,6374.0464
12,0.2553,False,1.0,0.0,1.0,0.0,1.078397,1.4027,0.710251,6988.5396
13,0.2766,False,1.0,0.0,1.0,0.0,1.086675,1.817024,0.743308,12627.8203
14,0.2979,False,1.0,0.0,1.0,0.0,1.037182,1.042046,0.65352,17032.3555
15,0.3191,False,1.0,0.0,1.0,0.0,1.23941,1.108462,0.618177,20607.543
16,0.3404,False,1.0,0.0,1.0,0.0,1.184979,1.211301,0.952324,22993.1699
17,0.3617,False,1.0,0.0,1.0,0.0,0.751203,0.938735,0.874249,29431.4844
18,0.383,False,1.0,0.0,1.0,0.0,1.629744,0.956093,0.420759,35215.1484
19,0.4043,False,1.0,0.0,1.0,0.0,0.643665,1.003132,0.786297,39731.2539
20,0.4255,False,1.0,0.0,1.0,0.0,0.729164,1.243805,0.797594,43380.7383
21,0.4468,False,1.0,0.0,1.0,0.0,0.878412,1.390094,0.782382,47646.4609
22,0.4681,False,1.0,0.0,1.0,0.0,1.06504,1.586246,0.835828,49978.8203
23,0.4894,False,1.0,0.0,1.0,0.0,1.376826,1.86363,0.744126,58455.2188
24,0.5106,False,1.0,0.0,1.0,0.0,1.349852,1.917707,0.772563,63088.4531
25,0.5319,False,1.0,0.0,1.0,0.0,1.508605,1.864849,0.837882,68879.0469
26,0.5532,False,1.0,0.0,1.0,0.0,1.650156,1.862854,0.810348,73021.1797
27,0.5745,False,1.0,0.0,1.0,0.0,2.193061,2.501862,0.772544,75481.1484
28,0.5957,False,1.0,0.0,1.0,0.0,2.585516,2.816359,0.715579,77158.9609
29,0.617,False,1.0,0.0,1.0,0.0,2.850399,3.162768,0.695533,76927.5312
30,0.6383,False,1.0,0.0,1.0,0.0,2.478397,2.813738,0.723486,79714.1328
31,0.6596,True,1.0,0.0,1.0,0.0,2.68191,2.856418,0.749052,79755.6172
32,0.6809,False,1.0,0.0,1.0,0.0,2.765442,2.952155,0.717429,81907.5078
33,0.7021,False,1.0,0.0,1.0,0.0,3.003241,3.159611,0.718925,85099.1719
34,0.7234,False,1.0,0.0,1.0,0.0,2.855644,2.99608,0.696664,89676.3125
35,0.7447,False,1.0,0.0,1.0,0.0,2.793774,2.926652,0.669081,91807.0234
36,0.766,False,1.0,0.0,1.0,0.0,3.042393,2.7792,0.613479,98444.0703
37,0.7872,False,1.0,0.0,1.0,0.0,3.092419,2.763,0.601958,103562.2188
38,0.8085,False,1.0,0.0,1.0,0.0,3.331434,2.78911,0.591439,108950.3984
39,0.8298,False,1.0,0.0,1.0,0.0,3.49472,2.79387,0.588312,116733.1328
40,0.8511,False,1.0,0.0,1.0,0.0,4.441432,2.903889,0.54311,127676.0703
41,0.8723,False,1.0,0.0,1.0,0.0,6.272828,2.920549,0.484681,128182.4922
42,0.8936,False,1.0,0.0,1.0,0.0,5.609838,2.984354,0.507933,134038.6875
43,0.9149,False,1.0,0.0,1.0,0.0,5.443087,2.700823,0.49366,142108.7969
44,0.9362,False,1.0,0.0,1.0,0.0,5.986273,3.010405,0.486951,152782.125
45,0.9574,False,1.0,0.0,1.0,0.0,6.093493,4.378294,0.550564,152050.7031
46,0.9787,False,1.0,0.0,1.0,0.0,4.87535,4.517794,0.602562,165628.7188
47,1.0,False,1.0,0.0,1.0,0.0,2.011742,2.18929,0.651041,164850.1875
