axis,strength,mean_delta,ci_95_low,ci_95_high,n_names,n_boot
warmth,-0.5,-7.86677248934482,-7.897648152053779,-7.834337849650823,282,5000
warmth,-0.25,-7.011054404238437,-7.0303640015581825,-6.9924506520548615,282,5000
warmth,0.0,0.0,0.0,0.0,282,5000
warmth,0.25,1.6309003829956055,1.6132105419821774,1.6489073553829328,282,5000
warmth,0.5,-1.2761253262242527,-1.301089991745374,-1.2501718100081098,282,5000
competence,-0.5,-4.6572755921816995,-4.681378067131584,-4.634117093999335,282,5000
competence,-0.25,-4.3165453173590045,-4.333141272964207,-4.299677670086529,282,5000
competence,0.0,0.0,0.0,0.0,282,5000
competence,0.25,2.790086996470783,2.772478588083957,2.807134039689463,282,5000
competence,0.5,-0.08197639005403992,-0.11202789029331073,-0.05290597465866849,282,5000
