model,layer,width,vector,rank,feature_idx,effect,mean_activation,activation_frequency,top_story_ids,top_story_conditions,neuronpedia_url
google/gemma-3-27b-it,40,16k,shared,70,5484,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5484
google/gemma-3-27b-it,40,16k,shared,71,5483,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5483
google/gemma-3-27b-it,40,16k,shared,72,5418,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5418
google/gemma-3-27b-it,40,16k,shared,73,5482,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5482
google/gemma-3-27b-it,40,16k,shared,74,5423,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5423
google/gemma-3-27b-it,40,16k,shared,75,5481,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5481
google/gemma-3-27b-it,40,16k,shared,76,5480,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5480
google/gemma-3-27b-it,40,16k,shared,77,5424,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5424
google/gemma-3-27b-it,40,16k,shared,78,5425,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5425
google/gemma-3-27b-it,40,16k,shared,79,5479,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5479
google/gemma-3-27b-it,40,16k,shared,80,5478,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5478
google/gemma-3-27b-it,40,16k,shared,81,5477,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5477
google/gemma-3-27b-it,40,16k,shared,82,5422,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5422
google/gemma-3-27b-it,40,16k,shared,83,5406,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5406
google/gemma-3-27b-it,40,16k,shared,84,5407,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5407
google/gemma-3-27b-it,40,16k,shared,85,5503,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5503
google/gemma-3-27b-it,40,16k,shared,86,5502,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5502
google/gemma-3-27b-it,40,16k,shared,87,5408,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5408
google/gemma-3-27b-it,40,16k,shared,88,5409,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5409
google/gemma-3-27b-it,40,16k,shared,89,5501,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5501
google/gemma-3-27b-it,40,16k,shared,90,5500,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5500
google/gemma-3-27b-it,40,16k,shared,91,5410,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5410
google/gemma-3-27b-it,40,16k,shared,92,5499,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5499
google/gemma-3-27b-it,40,16k,shared,93,5411,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5411
google/gemma-3-27b-it,40,16k,shared,94,5412,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5412
google/gemma-3-27b-it,40,16k,shared,95,5490,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5490
google/gemma-3-27b-it,40,16k,shared,96,5497,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5497
google/gemma-3-27b-it,40,16k,shared,97,5413,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5413
google/gemma-3-27b-it,40,16k,shared,98,5496,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5496
google/gemma-3-27b-it,40,16k,shared,99,5495,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5495
google/gemma-3-27b-it,40,16k,shared,100,5414,0.0,0.0,0.0,low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t095_s00191;low_competence_t088_s00187;low_competence_t087_s00183,low_competence;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5414
google/gemma-3-27b-it,40,16k,warmth_specific,1,1898,152.2950897216797,45.96046447753906,0.06,high_warmth_t028_s00088;high_competence_t028_s00090;high_warmth_t025_s00076;high_warmth_t045_s00008;high_warmth_t097_s00196,high_warmth;high_competence;high_warmth;high_warmth;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1898
google/gemma-3-27b-it,40,16k,warmth_specific,2,517,134.56640625,38.33258819580078,0.055,high_warmth_t035_s00092;high_warmth_t036_s00096;high_warmth_t028_s00088;high_warmth_t037_s00100;high_warmth_t078_s00164,high_warmth;high_warmth;high_warmth;high_warmth;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/517
google/gemma-3-27b-it,40,16k,warmth_specific,3,190,133.64854431152344,151.33242797851562,0.26,high_warmth_t079_s00168;high_warmth_t005_s00036;high_competence_t005_s00038;high_warmth_t049_s00120;high_warmth_t006_s00040,high_warmth;high_warmth;high_competence;high_warmth;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/190
google/gemma-3-27b-it,40,16k,warmth_specific,4,2916,125.32598876953125,206.26808166503906,0.375,low_competence_t008_s00051;high_competence_t006_s00042;low_competence_t037_s00103;low_competence_t078_s00167;high_warmth_t049_s00120,low_competence;high_competence;low_competence;low_competence;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2916
google/gemma-3-27b-it,40,16k,warmth_specific,5,3808,-109.77294921875,133.53720092773438,0.155,low_warmth_t004_s00033;low_warmth_t008_s00049;high_warmth_t004_s00032;low_warmth_t085_s00173;low_warmth_t015_s00061,low_warmth;low_warmth;high_warmth;low_warmth;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/3808
google/gemma-3-27b-it,40,16k,warmth_specific,6,591,88.19932556152344,149.67098999023438,0.225,high_warmth_t000_s00000;high_competence_t001_s00022;low_competence_t001_s00023;low_competence_t000_s00003;high_competence_t003_s00030,high_warmth;high_competence;low_competence;low_competence;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/591
google/gemma-3-27b-it,40,16k,warmth_specific,7,1354,82.19359588623047,178.57005310058594,0.23,low_competence_t025_s00079;high_warmth_t025_s00076;low_competence_t005_s00039;low_competence_t075_s00019;low_warmth_t075_s00017,low_competence;high_warmth;low_competence;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1354
google/gemma-3-27b-it,40,16k,warmth_specific,8,759,-80.25076293945312,187.4474639892578,0.52,low_competence_t008_s00051;low_competence_t017_s00071;low_warmth_t001_s00021;low_competence_t026_s00083;low_warmth_t048_s00117,low_competence;low_competence;low_warmth;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/759
google/gemma-3-27b-it,40,16k,warmth_specific,9,24,70.42961120605469,40.20338821411133,0.07,high_warmth_t095_s00188;high_warmth_t055_s00124;high_warmth_t037_s00100;high_competence_t095_s00190;high_warmth_t026_s00080,high_warmth;high_warmth;high_warmth;high_competence;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/24
google/gemma-3-27b-it,40,16k,warmth_specific,10,1009,-70.39474487304688,17.59868621826172,0.035,low_warmth_t026_s00081;low_warmth_t097_s00197;low_warmth_t095_s00189;low_warmth_t006_s00041;low_warmth_t046_s00109,low_warmth;low_warmth;low_warmth;low_warmth;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1009
google/gemma-3-27b-it,40,16k,warmth_specific,11,590,-69.81016540527344,42.49912643432617,0.115,low_warmth_t049_s00121;high_competence_t038_s00106;high_competence_t079_s00170;high_competence_t057_s00134;low_competence_t058_s00139,low_warmth;high_competence;high_competence;high_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/590
google/gemma-3-27b-it,40,16k,warmth_specific,12,1701,-56.501739501953125,31.50076675415039,0.055,low_warmth_t010_s00057;low_competence_t003_s00031;low_warmth_t055_s00125;low_warmth_t016_s00065;low_warmth_t002_s00025,low_warmth;low_competence;low_warmth;low_warmth;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1701
google/gemma-3-27b-it,40,16k,warmth_specific,13,1815,49.70414733886719,19.486513137817383,0.04,high_warmth_t075_s00016;high_warmth_t018_s00072;high_warmth_t085_s00172;low_competence_t055_s00127;low_competence_t079_s00171,high_warmth;high_warmth;high_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1815
google/gemma-3-27b-it,40,16k,warmth_specific,14,14513,-48.083526611328125,12.020881652832031,0.015,low_warmth_t086_s00177;low_warmth_t037_s00101;low_warmth_t066_s00141;low_competence_t097_s00199;low_competence_t087_s00183,low_warmth;low_warmth;low_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/14513
google/gemma-3-27b-it,40,16k,warmth_specific,15,607,-41.062740325927734,33.005558013916016,0.035,low_warmth_t078_s00165;high_competence_t078_s00166;high_competence_t076_s00158;low_warmth_t036_s00097;low_competence_t065_s00015,low_warmth;high_competence;high_competence;low_warmth;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/607
google/gemma-3-27b-it,40,16k,warmth_specific,16,117,-39.38360595703125,23.557180404663086,0.03,high_competence_t057_s00134;low_competence_t057_s00135;low_warmth_t057_s00133;low_warmth_t004_s00033;high_competence_t055_s00126,high_competence;low_competence;low_warmth;low_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/117
google/gemma-3-27b-it,40,16k,warmth_specific,17,1277,38.404598236083984,61.1021614074707,0.07,high_warmth_t038_s00104;low_competence_t037_s00103;low_competence_t035_s00095;high_warmth_t035_s00092;high_competence_t028_s00090,high_warmth;low_competence;low_competence;high_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1277
google/gemma-3-27b-it,40,16k,warmth_specific,18,1611,37.318992614746094,26.675243377685547,0.04,low_competence_t066_s00143;high_warmth_t018_s00072;high_competence_t066_s00142;high_competence_t026_s00082;low_competence_t026_s00083,low_competence;high_warmth;high_competence;high_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1611
google/gemma-3-27b-it,40,16k,warmth_specific,19,2183,33.909175872802734,32.21152877807617,0.04,low_competence_t078_s00167;high_competence_t078_s00166;high_warmth_t058_s00136;high_warmth_t078_s00164;low_competence_t058_s00139,low_competence;high_competence;high_warmth;high_warmth;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2183
google/gemma-3-27b-it,40,16k,warmth_specific,20,399,29.991413116455078,36.3756217956543,0.035,high_competence_t065_s00014;high_warmth_t065_s00012;low_competence_t065_s00015;low_competence_t068_s00151;high_competence_t068_s00150,high_competence;high_warmth;low_competence;low_competence;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/399
google/gemma-3-27b-it,40,16k,warmth_specific,21,3600,-28.788162231445312,194.99472045898438,0.355,low_warmth_t037_s00101;high_competence_t096_s00194;low_competence_t038_s00107;low_competence_t018_s00075;high_warmth_t038_s00104,low_warmth;high_competence;low_competence;low_competence;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/3600
google/gemma-3-27b-it,40,16k,warmth_specific,22,958,25.371644973754883,9.041431427001953,0.015,high_warmth_t004_s00032;low_competence_t035_s00095;high_warmth_t019_s00004;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;low_competence;high_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/958
google/gemma-3-27b-it,40,16k,warmth_specific,23,12455,23.502233505249023,5.875558376312256,0.005,high_warmth_t065_s00012;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/12455
google/gemma-3-27b-it,40,16k,warmth_specific,24,973,-22.90688705444336,24.9073543548584,0.04,low_warmth_t035_s00093;high_warmth_t037_s00100;low_warmth_t028_s00089;high_warmth_t095_s00188;low_warmth_t095_s00189,low_warmth;high_warmth;low_warmth;high_warmth;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/973
google/gemma-3-27b-it,40,16k,warmth_specific,25,7315,21.885906219482422,21.692607879638672,0.015,high_competence_t068_s00150;high_warmth_t068_s00148;low_competence_t068_s00151;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/7315
google/gemma-3-27b-it,40,16k,warmth_specific,26,10708,21.439424514770508,13.422576904296875,0.015,high_warmth_t045_s00008;high_warmth_t047_s00112;low_warmth_t045_s00009;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;high_warmth;low_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/10708
google/gemma-3-27b-it,40,16k,warmth_specific,27,6427,-21.286096572875977,5.321524143218994,0.005,low_warmth_t095_s00189;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/6427
google/gemma-3-27b-it,40,16k,warmth_specific,28,236,-20.90687370300293,28.625282287597656,0.045,high_competence_t058_s00138;high_competence_t005_s00038;high_competence_t010_s00058;low_competence_t001_s00023;low_warmth_t006_s00041,high_competence;high_competence;high_competence;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/236
google/gemma-3-27b-it,40,16k,warmth_specific,29,9820,20.641277313232422,13.661157608032227,0.015,high_warmth_t047_s00112;high_competence_t047_s00114;low_competence_t047_s00115;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;high_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/9820
google/gemma-3-27b-it,40,16k,warmth_specific,30,1464,20.497173309326172,54.267616271972656,0.09,low_competence_t067_s00147;low_warmth_t045_s00009;high_competence_t004_s00034;high_warmth_t007_s00044;high_competence_t067_s00146,low_competence;low_warmth;high_competence;high_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1464
google/gemma-3-27b-it,40,16k,warmth_specific,31,4327,20.400453567504883,5.100113391876221,0.005,high_warmth_t069_s00152;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/4327
google/gemma-3-27b-it,40,16k,warmth_specific,32,1782,19.742691040039062,88.76045227050781,0.09,high_warmth_t049_s00120;high_competence_t049_s00122;high_warmth_t010_s00056;high_warmth_t001_s00020;high_warmth_t006_s00040,high_warmth;high_competence;high_warmth;high_warmth;high_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/1782
google/gemma-3-27b-it,40,16k,warmth_specific,33,708,19.416406631469727,8.31098747253418,0.02,high_warmth_t026_s00080;high_warmth_t028_s00088;high_competence_t036_s00098;low_competence_t036_s00099;low_competence_t087_s00183,high_warmth;high_warmth;high_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/708
google/gemma-3-27b-it,40,16k,warmth_specific,34,2325,18.537078857421875,88.11734008789062,0.21,low_competence_t000_s00003;high_warmth_t046_s00108;low_competence_t019_s00007;low_competence_t045_s00011;low_warmth_t046_s00109,low_competence;high_warmth;low_competence;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2325
google/gemma-3-27b-it,40,16k,warmth_specific,35,450,18.501758575439453,4.625439643859863,0.01,high_warmth_t006_s00040;high_warmth_t026_s00080;low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/450
google/gemma-3-27b-it,40,16k,warmth_specific,36,8880,18.091672897338867,25.227710723876953,0.025,high_competence_t087_s00182;low_competence_t087_s00183;high_warmth_t016_s00064;high_warmth_t087_s00180;high_competence_t016_s00066,high_competence;low_competence;high_warmth;high_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/8880
google/gemma-3-27b-it,40,16k,warmth_specific,37,218,-17.93733024597168,4.484333038330078,0.005,low_warmth_t025_s00077;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/218
google/gemma-3-27b-it,40,16k,warmth_specific,38,50,-17.885223388671875,234.5467529296875,0.225,high_warmth_t025_s00076;high_warmth_t075_s00016;high_competence_t025_s00078;high_warmth_t047_s00112;high_competence_t075_s00018,high_warmth;high_warmth;high_competence;high_warmth;high_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/50
google/gemma-3-27b-it,40,16k,warmth_specific,39,4918,17.845073699951172,8.981854438781738,0.01,low_competence_t097_s00199;high_warmth_t097_s00196;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_competence;high_warmth;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/4918
google/gemma-3-27b-it,40,16k,warmth_specific,40,11881,17.757286071777344,4.439321517944336,0.005,high_warmth_t055_s00124;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/11881
google/gemma-3-27b-it,40,16k,warmth_specific,41,3860,17.607173919677734,4.401793479919434,0.005,high_warmth_t068_s00148;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/3860
google/gemma-3-27b-it,40,16k,warmth_specific,42,14123,17.239147186279297,4.309786796569824,0.005,high_warmth_t025_s00076;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/14123
google/gemma-3-27b-it,40,16k,warmth_specific,43,28,-17.0087890625,61.92184066772461,0.15,low_warmth_t068_s00149;low_warmth_t001_s00021;low_warmth_t006_s00041;low_competence_t077_s00163;low_warmth_t069_s00153,low_warmth;low_warmth;low_warmth;low_competence;low_warmth,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/28
google/gemma-3-27b-it,40,16k,warmth_specific,44,2437,16.871925354003906,18.348283767700195,0.02,low_competence_t007_s00047;high_competence_t027_s00086;high_warmth_t007_s00044;low_competence_t027_s00087;low_competence_t087_s00183,low_competence;high_competence;high_warmth;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/2437
google/gemma-3-27b-it,40,16k,warmth_specific,45,5686,-16.620487213134766,4.155121803283691,0.005,low_warmth_t096_s00193;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/5686
google/gemma-3-27b-it,40,16k,warmth_specific,46,15196,-16.426942825317383,4.106735706329346,0.005,low_warmth_t036_s00097;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/15196
google/gemma-3-27b-it,40,16k,warmth_specific,47,4857,15.963376998901367,3.990844488143921,0.005,high_warmth_t004_s00032;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/4857
google/gemma-3-27b-it,40,16k,warmth_specific,48,571,15.948665618896484,3.987166404724121,0.005,high_warmth_t018_s00072;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,https://www.neuronpedia.org/gemma-3-27b-it/40-gemmascope-2-res-16k/571
