name,human_warm,human_competent,study,n_raters,model_warmth,model_competence,callback_margin
emily brown,76.28571428571429,70.42857142857143,oreopoulos,14,-8.773324012756348,18.196813583374023,1.875
emma,77.66666666666667,68.33333333333333,neumark,3,-8.770957946777344,18.288143157958984,2.125
eric wang,52.46153846153846,80.3076923076923,oreopoulos,13,-8.88126277923584,18.621671676635742,1.75
erin,64.1980198019802,63.0,flake_leasure,202,-9.053181648254395,17.863208770751953,1.75
ethan,30.333333333333332,68.0,neumark,3,-9.110198020935059,18.0590763092041,1.5
fang wang,53.5,62.25,oreopoulos,12,-9.002243041992188,17.60497283935547,1.375
fathia hassan,44.67307692307692,43.42307692307692,gorzig,52,-7.281163215637207,17.00216293334961,2.25
fatima sheikh,53.666666666666664,42.888888888888886,oreopoulos,9,-7.69443941116333,17.632966995239258,2.0
frank,37.166666666666664,51.333333333333336,neumark,6,-9.754538536071777,17.596315383911133,1.75
gadarine besnik,49.26086956521739,57.02608695652174,jacquemet,115,-6.9061737060546875,16.249679565429688,1.5
geoffrey,53.003246753246756,63.22402597402598,bertrand,308,-9.34493637084961,17.241853713989258,1.5
george,50.0,54.0,neumark,1,-9.418604850769043,17.50897979736328,1.375
greg,58.03583061889251,63.557003257328994,bertrand,307,-9.481115341186523,17.64772605895996,1.375
greg johnson,70.71428571428571,78.42857142857143,oreopoulos,14,-9.389334678649902,18.045501708984375,1.625
hakim,45.57516339869281,50.95424836601307,bertrand,306,-8.420541763305664,16.96216583251953,1.5
hannah,76.0,72.0,neumark,2,-8.83444881439209,17.76100730895996,1.75
hassan khan,45.22222222222222,55.333333333333336,oreopoulos,9,-8.54600715637207,17.570022583007812,1.875
heather,62.20065789473684,58.67763157894737,farber,304,-9.050253868103027,17.54991912841797,1.75
hina chaudhry,48.666666666666664,56.22222222222222,oreopoulos,9,-5.794352054595947,16.39392852783203,1.875
imani williams,55.170731707317074,51.09756097560975,gorzig,41,-7.414310455322266,18.44832992553711,2.375
isabella,55.5,59.5,neumark,2,-8.31601333618164,17.72937774658203,2.0
jack li,51.1875,73.5,oreopoulos,16,-8.982757568359375,18.558631896972656,1.5
jacob,59.27450980392157,64.61274509803921,flake_leasure,204,-9.395586013793945,17.825439453125,1.75
jacob myers,54.61702127659574,66.70212765957447,gorzig,47,-9.059072494506836,18.327451705932617,1.75
jake kelly,51.22,63.91,nunley,100,-9.08060073852539,18.501359939575195,1.875
jalen harris,56.093023255813954,55.372093023255815,gorzig,43,-7.903839111328125,18.400527954101562,1.625
jamal,48.56535947712418,50.31372549019608,bertrand,306,-8.923614501953125,17.706478118896484,1.625
james liu,60.111111111111114,73.16666666666667,oreopoulos,18,-9.078442573547363,18.846010208129883,1.5
james yoder,64.37209302325581,73.5813953488372,widner,43,-8.806720733642578,17.586523056030273,1.625
janet,75.0,73.0,neumark,1,-9.25059700012207,17.95441246032715,1.875
janice,48.08,57.77,farber,100,-8.622262954711914,17.471420288085938,1.75
jasmine washington,64.27619047619048,62.63809523809524,jacquemet,105,-8.28660774230957,18.462779998779297,1.75
jason,58.416666666666664,66.18137254901961,flake_leasure,204,-9.450843811035156,18.008378982543945,1.625
