axis,group,n,model_callback_margin,model_warmth,model_competence,human_warm,human_competent,human_callback,model_warmth_z,model_competence_z,human_warm_z,human_competent_z
race,Black,47,-2.0199,-1.2696,-0.1606,50.1008,49.9747,0.183,0.4476626395544803,0.24171730545354408,-0.30467253546572737,-0.5763895831864985
race,White,180,-2.0674,-1.345,-0.172,56.5573,59.6765,0.1712,-0.3760845274235508,-0.22265661285524815,0.20659165775379126,0.14563319285846038
gender,Female,154,-2.054,-1.3105,-0.1621,56.1075,57.6966,0.1454,0.0008289640982275181,0.18061547409712395,0.17097380998640374,-0.0017139895501044956
gender,Male,115,-2.1071,-1.3152,-0.1722,51.8794,58.6224,0.1815,-0.05051867097865166,-0.23080352370277107,-0.1638323753077107,0.06718546066144643
