race,gender,study,model_margin_mean,model_margin_se,model_warmth_mean,model_competence_mean,human_warm_mean,human_competent_mean,human_callback,n_names,n_distinct_names,model,model_warmth_z,model_competence_z,human_warm_z,human_competent_z
Black,Female,bertrand,17.12109375,0.04281434339033762,12.187438117133247,18.404286702473957,60.95460601592677,61.191685480836426,0.0651550874614284,9,9,gemma4_12b,-0.6288694414016572,-0.4860866188072625,0.5547965849701063,0.25839561087331686
Black,Female,kline,17.126644736842106,0.023619665843120044,12.208553715756064,18.413160123323138,46.15782178217822,43.038431474726416,0.22745985845159764,19,19,gemma4_12b,-0.4460103091339105,-0.4714188012035668,-0.6169010768452348,-1.0925972823775048
Black,Male,bertrand,17.265869140625,0.089482525728034,12.222229957580566,18.514114167955185,54.96516940432035,60.663217914161315,0.05901993992018965,9,9,gemma4_12b,-0.3275753190877387,-0.30454116312163826,0.08051725761435544,0.21906624729743523
Black,Male,kline,17.199180201480264,0.05014080479930306,12.262493986832467,18.63194425482499,46.582959874934865,48.18056800416883,0.23362791669626534,19,19,gemma4_12b,0.021107452455847064,-0.10976732653600026,-0.5832361060406018,-0.7099116269537479
White,Female,bertrand,17.222059461805557,0.03549630596168659,12.304173257615831,19.063014560275608,60.55391400937601,64.54870351423428,0.10004497358163597,9,9,gemma4_12b,0.3820460848450239,0.6027944601962076,0.5230674011307682,0.5082300209525706
White,Female,farber,17.185628255208332,0.03370083138311315,12.256257931391398,19.06313959757487,58.406666666666666,60.50666666666667,0.11077829933013521,12,12,gemma4_12b,-0.03289621123831834,0.6030011475978783,0.3530355448134064,0.20741546431805133
White,Female,kline,17.1605224609375,0.027915538913395484,12.285128041317588,19.065339038246556,64.83148714871487,61.242980034845594,0.25479425935411865,19,19,gemma4_12b,0.21711627213371673,0.6066368361503269,0.8617911647831445,0.2622130299379943
White,Female,neumark,17.159241515320616,0.01545541372705959,12.253213349874917,18.955110029740766,54.16017316017316,55.93398268398269,0.1324553082231491,77,77,gemma4_12b,-0.05926200574723775,0.42442762744944246,0.01677285192882053,-0.13289066270516123
White,Male,bertrand,17.073350694444443,0.0599790231903391,12.31206046210395,19.05906931559245,50.042258161126085,59.35588672333956,0.08868571429468208,9,9,gemma4_12b,0.4503485466638079,0.5962729471970953,-0.3093082275622903,0.12177266305458478
White,Male,kline,17.127981085526315,0.0348929975113389,12.31969612523129,19.097041180259303,59.67927566440854,64.3029181865555,0.24669761595201364,19,19,gemma4_12b,0.5164726835492998,0.6590406660365619,0.45380831837716396,0.4899383014158095
White,Male,neumark,17.132036675347223,0.038174578997525514,12.358003065321181,19.011425018310547,52.87777777777778,55.298148148148144,0.22873823310653232,45,45,gemma4_12b,0.8482072438520689,0.5175166395379451,-0.08477486596304186,-0.18021044013496992
