mode,axis,direction,strength,effect,ci_low,ci_high,n,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift
steering,competence,random_009,0.05,-0.08125,-0.13125,-0.03125,20,norm_preserving,sd_matched,0.02090897309455348,0.014004657678800235,0.6697917499567814,0.00014899534289725125
steering,competence,random_009,0.1,-0.06875,-0.14375,0.0,20,additive,sd_matched,0.02090897309455348,0.02800931535760047,1.3395834999135627,0.00040071585681289434
steering,competence,random_009,0.1,-0.06875,-0.14375,0.0,20,norm_preserving,sd_matched,0.02090897309455348,0.02800931535760047,1.3395834999135627,0.00040071585681289434
steering,competence,random_010,-0.1,-0.01875,-0.09375,0.04375,20,additive,sd_matched,0.020008392237056208,-0.026802912100559115,-1.3395834999135627,0.0004501276707742363
steering,competence,random_010,-0.1,-0.01875,-0.09375,0.04375,20,norm_preserving,sd_matched,0.020008392237056208,-0.026802912100559115,-1.3395834999135627,0.0004501276707742363
steering,competence,random_010,-0.05,0.05,-0.00625,0.10625,20,additive,sd_matched,0.020008392237056208,-0.013401456050279557,-0.6697917499567814,0.00016876791778486222
steering,competence,random_010,-0.05,0.05,-0.00625,0.10625,20,norm_preserving,sd_matched,0.020008392237056208,-0.013401456050279557,-0.6697917499567814,0.00016876791778486222
steering,competence,random_010,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.020008392237056208,0.0,0.0,0.0
steering,competence,random_010,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.020008392237056208,0.0,0.0,0.0
steering,competence,random_010,0.05,-0.025,-0.08125,0.0375,20,additive,sd_matched,0.020008392237056208,0.013401456050279557,0.6697917499567814,0.00018091185484081507
steering,competence,random_010,0.05,-0.025,-0.08125,0.0375,20,norm_preserving,sd_matched,0.020008392237056208,0.013401456050279557,0.6697917499567814,0.00018091185484081507
steering,competence,random_010,0.1,-0.025,-0.1,0.0375,20,additive,sd_matched,0.020008392237056208,0.026802912100559115,1.3395834999135627,0.00040808311314322054
steering,competence,random_010,0.1,-0.025,-0.1,0.0375,20,norm_preserving,sd_matched,0.020008392237056208,0.026802912100559115,1.3395834999135627,0.00040808311314322054
steering,competence,random_011,-0.1,-0.08125,-0.16875,0.0,20,additive,sd_matched,0.02032213387047093,-0.027223195215917408,-1.3395834999135627,0.0004802001058124006
steering,competence,random_011,-0.1,-0.08125,-0.16875,0.0,20,norm_preserving,sd_matched,0.02032213387047093,-0.027223195215917408,-1.3395834999135627,0.0004802001058124006
steering,competence,random_011,-0.05,-0.025,-0.0875,0.0375,20,additive,sd_matched,0.02032213387047093,-0.013611597607958704,-0.6697917499567814,0.00016791002417448908
steering,competence,random_011,-0.05,-0.025,-0.0875,0.0375,20,norm_preserving,sd_matched,0.02032213387047093,-0.013611597607958704,-0.6697917499567814,0.00016791002417448908
steering,competence,random_011,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.02032213387047093,0.0,0.0,0.0
steering,competence,random_011,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.02032213387047093,0.0,0.0,0.0
steering,competence,random_011,0.05,-0.0375,-0.08765624999999971,0.0125,20,additive,sd_matched,0.02032213387047093,0.013611597607958704,0.6697917499567814,0.00017177245172206312
steering,competence,random_011,0.05,-0.0375,-0.08765624999999971,0.0125,20,norm_preserving,sd_matched,0.02032213387047093,0.013611597607958704,0.6697917499567814,0.00017177245172206312
steering,competence,random_011,0.1,0.0,-0.08125,0.075,20,additive,sd_matched,0.02032213387047093,0.027223195215917408,1.3395834999135627,0.00042001408291980624
steering,competence,random_011,0.1,0.0,-0.08125,0.075,20,norm_preserving,sd_matched,0.02032213387047093,0.027223195215917408,1.3395834999135627,0.00042001408291980624
steering,competence,random_012,-0.1,0.025,-0.0375,0.0875,20,additive,sd_matched,0.017616589274288656,-0.02359889231659133,-1.3395834999135627,0.00034827442141249776
steering,competence,random_012,-0.1,0.025,-0.0375,0.0875,20,norm_preserving,sd_matched,0.017616589274288656,-0.02359889231659133,-1.3395834999135627,0.00034827442141249776
steering,competence,random_012,-0.05,0.0375,-0.0375,0.1125,20,additive,sd_matched,0.017616589274288656,-0.011799446158295665,-0.6697917499567814,0.00018580090545583516
steering,competence,random_012,-0.05,0.0375,-0.0375,0.1125,20,norm_preserving,sd_matched,0.017616589274288656,-0.011799446158295665,-0.6697917499567814,0.00018580090545583516
steering,competence,random_012,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.017616589274288656,0.0,0.0,0.0
steering,competence,random_012,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.017616589274288656,0.0,0.0,0.0
steering,competence,random_012,0.05,-0.04375,-0.09375,0.0125,20,additive,sd_matched,0.017616589274288656,0.011799446158295665,0.6697917499567814,0.00019882178457919508
steering,competence,random_012,0.05,-0.04375,-0.09375,0.0125,20,norm_preserving,sd_matched,0.017616589274288656,0.011799446158295665,0.6697917499567814,0.00019882178457919508
steering,competence,random_012,0.1,-0.08125,-0.1875,0.01875,20,additive,sd_matched,0.017616589274288656,0.02359889231659133,1.3395834999135627,0.00040882034227252007
steering,competence,random_012,0.1,-0.08125,-0.1875,0.01875,20,norm_preserving,sd_matched,0.017616589274288656,0.02359889231659133,1.3395834999135627,0.00040882034227252007
steering,competence,random_013,-0.1,0.0125,-0.0375,0.0625,20,additive,sd_matched,0.023241399343286586,-0.031133795075168624,-1.3395834999135627,0.0003931702522095293
steering,competence,random_013,-0.1,0.0125,-0.0375,0.0625,20,norm_preserving,sd_matched,0.023241399343286586,-0.031133795075168624,-1.3395834999135627,0.0003931702522095293
steering,competence,random_013,-0.05,0.0125,-0.05,0.06875,20,additive,sd_matched,0.023241399343286586,-0.015566897537584312,-0.6697917499567814,0.00016353849787265062
steering,competence,random_013,-0.05,0.0125,-0.05,0.06875,20,norm_preserving,sd_matched,0.023241399343286586,-0.015566897537584312,-0.6697917499567814,0.00016353849787265062
steering,competence,random_013,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.023241399343286586,0.0,0.0,0.0
steering,competence,random_013,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.023241399343286586,0.0,0.0,0.0
steering,competence,random_013,0.05,-0.05,-0.11875,0.025,20,additive,sd_matched,0.023241399343286586,0.015566897537584312,0.6697917499567814,0.00016735156532377005
steering,competence,random_013,0.05,-0.05,-0.11875,0.025,20,norm_preserving,sd_matched,0.023241399343286586,0.015566897537584312,0.6697917499567814,0.00016735156532377005
steering,competence,random_013,0.1,-0.04375,-0.1,0.01875,20,additive,sd_matched,0.023241399343286586,0.031133795075168624,1.3395834999135627,0.0004062271909788251
steering,competence,random_013,0.1,-0.04375,-0.1,0.01875,20,norm_preserving,sd_matched,0.023241399343286586,0.031133795075168624,1.3395834999135627,0.0004062271909788251
steering,competence,random_014,-0.1,-0.0375,-0.0875,0.0125,20,additive,sd_matched,0.023181694832398504,-0.03105381589751254,-1.3395834999135627,0.0004949784488417208
steering,competence,random_014,-0.1,-0.0375,-0.0875,0.0125,20,norm_preserving,sd_matched,0.023181694832398504,-0.03105381589751254,-1.3395834999135627,0.0004949784488417208
steering,competence,random_014,-0.05,-0.0625,-0.15,0.00625,20,additive,sd_matched,0.023181694832398504,-0.01552690794875627,-0.6697917499567814,0.00023032139870338142
steering,competence,random_014,-0.05,-0.0625,-0.15,0.00625,20,norm_preserving,sd_matched,0.023181694832398504,-0.01552690794875627,-0.6697917499567814,0.00023032139870338142
steering,competence,random_014,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.023181694832398504,0.0,0.0,0.0
steering,competence,random_014,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.023181694832398504,0.0,0.0,0.0
steering,competence,random_014,0.05,-0.04375,-0.1,0.01875,20,additive,sd_matched,0.023181694832398504,0.01552690794875627,0.6697917499567814,0.00025184094556607306
steering,competence,random_014,0.05,-0.04375,-0.1,0.01875,20,norm_preserving,sd_matched,0.023181694832398504,0.01552690794875627,0.6697917499567814,0.00025184094556607306
steering,competence,random_014,0.1,0.025,-0.0375,0.09375,20,additive,sd_matched,0.023181694832398504,0.03105381589751254,1.3395834999135627,0.0006001031142659485
steering,competence,random_014,0.1,0.025,-0.0375,0.09375,20,norm_preserving,sd_matched,0.023181694832398504,0.03105381589751254,1.3395834999135627,0.0006001031142659485
steering,competence,random_015,-0.1,-0.03125,-0.075,0.0125,20,additive,sd_matched,0.01897509592425037,-0.025418725409402893,-1.3395834999135627,0.0003058304719161242
steering,competence,random_015,-0.1,-0.03125,-0.075,0.0125,20,norm_preserving,sd_matched,0.01897509592425037,-0.025418725409402893,-1.3395834999135627,0.0003058304719161242
steering,competence,random_015,-0.05,-0.0375,-0.1,0.018906249999999146,20,additive,sd_matched,0.01897509592425037,-0.012709362704701447,-0.6697917499567814,0.00019790889928117394
