model,predictor,pearson_r,pearson_p,standardized_ols_beta,ols_r2,n_names
qwen36_27b,human_callback,0.04348963725314702,0.4971660603178987,0.007587037458797418,0.20721505842800803,246
qwen36_27b,model_warmth,0.4011783883430349,6.283298637127459e-11,0.16942469722492776,0.20721505842800803,246
qwen36_27b,model_competence,0.19965897421614315,0.0016476965583525375,-0.09009962554795754,0.20721505842800803,246
