axis,strength,mean_delta,ci_95_low,ci_95_high,n_names,n_boot
warmth,-0.1,-0.5645833333333333,-0.5875,-0.5416666666666666,60,5000
warmth,-0.05,-0.29791666666666666,-0.3229166666666667,-0.27291666666666664,60,5000
warmth,0.0,0.0,0.0,0.0,60,5000
warmth,0.05,0.22083333333333333,0.19166666666666668,0.25,60,5000
warmth,0.1,0.42291666666666666,0.3958333333333333,0.4479166666666667,60,5000
competence,-0.1,-0.19375,-0.22083333333333333,-0.16869791666666745,60,5000
competence,-0.05,-0.09166666666666666,-0.11666666666666667,-0.06666666666666667,60,5000
competence,0.0,0.0,0.0,0.0,60,5000
competence,0.05,0.0125,-0.0125,0.0375,60,5000
competence,0.1,0.010416666666666666,-0.014583333333333334,0.035416666666666666,60,5000
