race,gender,study,model_margin_mean,model_margin_se,model_warmth_mean,model_competence_mean,human_warm_mean,human_competent_mean,human_callback,n_names,n_distinct_names,model,model_warmth_z,model_competence_z,human_warm_z,human_competent_z
Black,Female,bertrand,-0.18055555555555555,0.02196026152894708,37660.74175347222,40372.961805555555,60.95460601592677,61.191685480836426,0.0651550874614284,9,9,gemma3_12b,-0.37229004633163665,-0.37708933192134714,0.5547965849701063,0.25839561087331686
Black,Female,kline,-0.18421052631578946,0.02214803714553087,37546.00760690789,40249.56866776316,46.15782178217822,43.038431474726416,0.22745985845159764,19,19,gemma3_12b,-0.5060279598098818,-0.51025559561077,-0.6169010768452348,-1.0925972823775048
Black,Male,bertrand,-0.2777777777777778,0.027777777777777776,37842.951822916664,40574.003038194445,54.96516940432035,60.663217914161315,0.05901993992018965,9,9,gemma3_12b,-0.1598999669008013,-0.1601249992444355,0.08051725761435544,0.21906624729743523
Black,Male,kline,-0.29605263157894735,0.017127740517339153,37862.93071546053,40599.59066611842,46.582959874934865,48.18056800416883,0.23362791669626534,19,19,gemma3_12b,-0.13661190940063753,-0.13251075044363333,-0.5832361060406018,-0.7099116269537479
White,Female,bertrand,-0.20833333333333334,0.029462782549439483,38623.6875,41404.46527777778,60.55391400937601,64.54870351423428,0.10004497358163597,9,9,gemma3_12b,0.7501513435223824,0.7361124703507288,0.5230674011307682,0.5082300209525706
White,Female,farber,-0.15625,0.03125,38682.199869791664,41473.857096354164,58.406666666666666,60.50666666666667,0.11077829933013521,12,12,gemma3_12b,0.8183552957278177,0.8110003399337065,0.3530355448134064,0.20741546431805133
White,Female,kline,-0.18421052631578946,0.02412280701754386,38636.22101151316,41418.94798519737,64.83148714871487,61.242980034845594,0.25479425935411865,19,19,gemma3_12b,0.7647608188051906,0.7517422539001034,0.8617911647831445,0.2622130299379943
White,Female,neumark,-0.16233766233766234,0.013085431082951033,38474.98483157468,41250.915381493505,54.16017316017316,55.93398268398269,0.1324553082231491,77,77,gemma3_12b,0.5768185982206161,0.5704009377331045,0.01677285192882053,-0.13289066270516123
White,Male,bertrand,-0.2222222222222222,0.07149743153463195,38401.647135416664,41170.58810763889,50.042258161126085,59.35588672333956,0.08868571429468208,9,9,gemma3_12b,0.49133375558943415,0.4837114903055393,-0.3093082275622903,0.12177266305458478
White,Male,kline,-0.25,0.0438047902531539,38431.41159539474,41209.64576480263,59.67927566440854,64.3029181865555,0.24669761595201364,19,19,gemma3_12b,0.5260281939277441,0.5258626371684133,0.45380831837716396,0.4899383014158095
White,Male,neumark,-0.2972222222222222,0.02458265564322995,38284.64288194444,41048.87404513889,52.87777777777778,55.298148148148144,0.22873823310653232,45,45,gemma3_12b,0.35494973046678363,0.35235728997021654,-0.08477486596304186,-0.18021044013496992
