mode,axis,direction,strength,effect,ci_low,ci_high,n,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift
steering,competence,random_011,-0.05,0.0,-0.04375,0.05,20,norm_preserving,sd_matched,0.22584774570049487,-0.19555861528404445,-0.8658869482070546,0.00010154531628359109
steering,competence,random_011,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.22584774570049487,0.0,0.0,0.0
steering,competence,random_011,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.22584774570049487,0.0,0.0,0.0
steering,competence,random_011,0.05,-0.00625,-0.0625,0.05,20,additive,sd_matched,0.22584774570049487,0.19555861528404445,0.8658869482070546,9.514689008938149e-05
steering,competence,random_011,0.05,-0.00625,-0.0625,0.05,20,norm_preserving,sd_matched,0.22584774570049487,0.19555861528404445,0.8658869482070546,9.514689008938149e-05
steering,competence,random_011,0.1,0.00625,-0.01875,0.03125,20,additive,sd_matched,0.22584774570049487,0.3911172305680889,1.7317738964141092,0.00014952228229958564
steering,competence,random_011,0.1,0.00625,-0.01875,0.03125,20,norm_preserving,sd_matched,0.22584774570049487,0.3911172305680889,1.7317738964141092,0.00014952228229958564
steering,competence,random_012,-0.1,0.01875,-0.03125,0.06875,20,additive,sd_matched,0.20532424222246776,-0.35557516298187736,-1.7317738964141092,0.00012447117478586733
steering,competence,random_012,-0.1,0.01875,-0.03125,0.06875,20,norm_preserving,sd_matched,0.20532424222246776,-0.35557516298187736,-1.7317738964141092,0.00012447117478586733
steering,competence,random_012,-0.05,0.0125,-0.025,0.05625,20,additive,sd_matched,0.20532424222246776,-0.17778758149093868,-0.8658869482070546,5.5418528063455597e-05
steering,competence,random_012,-0.05,0.0125,-0.025,0.05625,20,norm_preserving,sd_matched,0.20532424222246776,-0.17778758149093868,-0.8658869482070546,5.5418528063455597e-05
steering,competence,random_012,0.0,0.0,0.0,0.0,20,additive,sd_matched,0.20532424222246776,0.0,0.0,0.0
steering,competence,random_012,0.0,0.0,0.0,0.0,20,norm_preserving,sd_matched,0.20532424222246776,0.0,0.0,0.0
steering,competence,random_012,0.05,0.01875,-0.025,0.05625,20,additive,sd_matched,0.20532424222246776,0.17778758149093868,0.8658869482070546,5.102023351355456e-05
steering,competence,random_012,0.05,0.01875,-0.025,0.05625,20,norm_preserving,sd_matched,0.20532424222246776,0.17778758149093868,0.8658869482070546,5.102023351355456e-05
steering,competence,random_012,0.1,0.01875,-0.0125,0.05625,20,additive,sd_matched,0.20532424222246776,0.35557516298187736,1.7317738964141092,0.00013553883763961494
