axis,strength,mean_delta,ci_95_low,ci_95_high,n_names,n_boot
warmth,-0.1,-3.050227719841274,-3.064839012572106,-3.034912549012096,282,5000
warmth,-0.05,-1.2911131365079407,-1.305374814770746,-1.277005036164683,282,5000
warmth,0.0,0.0,0.0,0.0,282,5000
warmth,0.05,0.6190718319399137,0.6051678133349047,0.6330918575855011,282,5000
warmth,0.1,0.9076736057903749,0.893991612035332,0.9223292075150402,282,5000
competence,-0.1,-2.994155024805813,-3.0081761774441875,-2.9804603928369833,282,5000
competence,-0.05,-1.401249993777444,-1.4149745861689251,-1.3862653030571364,282,5000
competence,0.0,0.0,0.0,0.0,282,5000
competence,0.05,0.7676802222610365,0.7529501055994777,0.7828964243543909,282,5000
competence,0.1,1.259300171060765,1.2425348929479612,1.2764166431224093,282,5000
