mode,axis,direction,strength,effect,ci_low,ci_high,n_stories,n_topics,judgment_axis,steering_axis,direction_type,random_id,vector_kind
steering,competence,random_023,0.1,7.628125,7.18271484375,8.13126953125,20,10,competence,,random,023,denoised
steering,competence,random_024,-0.1,-2.0956787109375,-3.111680908203125,-1.3648999023437502,20,10,competence,,random,024,denoised
steering,competence,random_024,-0.05,-2.9703125,-4.1219921875,-1.7153906250000013,20,10,competence,,random,024,denoised
steering,competence,random_024,0.0,0.0,0.0,0.0,20,10,competence,,random,024,denoised
steering,competence,random_024,0.05,-8.5150634765625,-9.193594970703126,-7.919178466796875,20,10,competence,,random,024,denoised
steering,competence,random_024,0.1,1.3171875,0.6514843750000002,1.9688281249999995,20,10,competence,,random,024,denoised
steering,competence,random_025,-0.1,-4.54931640625,-5.274689941406249,-3.8289916992187503,20,10,competence,,random,025,denoised
steering,competence,random_025,-0.05,-4.2451171875,-4.561376953125,-3.9380712890625,20,10,competence,,random,025,denoised
steering,competence,random_025,0.0,0.0,0.0,0.0,20,10,competence,,random,025,denoised
steering,competence,random_025,0.05,0.2078125,-0.7547265624999999,1.1281640624999998,20,10,competence,,random,025,denoised
steering,competence,random_025,0.1,-1.4171875,-2.1063671875,-0.79375,20,10,competence,,random,025,denoised
steering,competence,random_026,-0.1,0.283837890625,-0.3124206542968748,0.9541772460937495,20,10,competence,,random,026,denoised
steering,competence,random_026,-0.05,-2.77021484375,-3.4795971679687496,-2.1369970703125003,20,10,competence,,random,026,denoised
steering,competence,random_026,0.0,0.0,0.0,0.0,20,10,competence,,random,026,denoised
steering,competence,random_026,0.05,-3.7546875,-4.5312890625,-2.9625,20,10,competence,,random,026,denoised
steering,competence,random_026,0.1,-1.306756591796875,-1.9012348937988277,-0.678125,20,10,competence,,random,026,denoised
steering,competence,random_027,-0.1,0.7515625,0.15152343750000005,1.4250781249999995,20,10,competence,,random,027,denoised
steering,competence,random_027,-0.05,2.483203125,2.0409375,3.0219140625,20,10,competence,,random,027,denoised
steering,competence,random_027,0.0,0.0,0.0,0.0,20,10,competence,,random,027,denoised
steering,competence,random_027,0.05,3.2671875,2.834375,3.7719531249999996,20,10,competence,,random,027,denoised
steering,competence,random_027,0.1,-9.2568359375,-9.8281884765625,-8.6347021484375,20,10,competence,,random,027,denoised
steering,competence,random_028,-0.1,4.6734375,3.5858984375,5.6609765625,20,10,competence,,random,028,denoised
steering,competence,random_028,-0.05,1.6828125,0.6044921875000004,2.6046875,20,10,competence,,random,028,denoised
steering,competence,random_028,0.0,0.0,0.0,0.0,20,10,competence,,random,028,denoised
steering,competence,random_028,0.05,-5.04765625,-5.564941406249999,-4.49134765625,20,10,competence,,random,028,denoised
steering,competence,random_028,0.1,-0.0734375,-0.7171875,0.5656640624999998,20,10,competence,,random,028,denoised
steering,competence,random_029,-0.1,-2.790411376953125,-3.705931396484375,-1.9585285949707032,20,10,competence,,random,029,denoised
steering,competence,random_029,-0.05,-3.090234375,-3.6908642578125,-2.55935546875,20,10,competence,,random,029,denoised
steering,competence,random_029,0.0,0.0,0.0,0.0,20,10,competence,,random,029,denoised
steering,competence,random_029,0.05,2.94453125,2.2842578125,3.647265624999998,20,10,competence,,random,029,denoised
steering,competence,random_029,0.1,2.8984375,2.49375,3.309375,20,10,competence,,random,029,denoised
steering,competence,random_030,-0.1,-4.7890625,-5.1531640625,-4.4296875,20,10,competence,,random,030,denoised
steering,competence,random_030,-0.05,-7.728125,-8.2375390625,-7.184375,20,10,competence,,random,030,denoised
steering,competence,random_030,0.0,0.0,0.0,0.0,20,10,competence,,random,030,denoised
steering,competence,random_030,0.05,-2.27109375,-3.248515625,-1.353125,20,10,competence,,random,030,denoised
steering,competence,random_030,0.1,-7.5515625,-7.956328125,-7.121875,20,10,competence,,random,030,denoised
steering,competence,random_031,-0.1,-0.408203125,-1.2450292968749999,0.44142578124999987,20,10,competence,,random,031,denoised
steering,competence,random_031,-0.05,-6.374444580078125,-7.196414489746094,-5.551915740966797,20,10,competence,,random,031,denoised
steering,competence,random_031,0.0,0.0,0.0,0.0,20,10,competence,,random,031,denoised
steering,competence,random_031,0.05,6.1219970703125,5.4021337890625,6.9246276855468745,20,10,competence,,random,031,denoised
steering,competence,random_031,0.1,-4.275,-4.8484375,-3.7124218750000004,20,10,competence,,random,031,denoised
steering,competence,random_032,-0.1,0.116436767578125,-0.48069259643554646,0.6861450195312492,20,10,competence,,random,032,denoised
steering,competence,random_032,-0.05,2.3703125,1.7585546875,3.039257812499999,20,10,competence,,random,032,denoised
steering,competence,random_032,0.0,0.0,0.0,0.0,20,10,competence,,random,032,denoised
steering,competence,random_032,0.05,-3.390625,-3.9547265625,-2.8046484375,20,10,competence,,random,032,denoised
steering,competence,random_032,0.1,-4.5515625,-5.6266796875,-3.4109375,20,10,competence,,random,032,denoised
steering,competence,random_033,-0.1,-1.09508056640625,-1.6911450195312498,-0.4676635742187503,20,10,competence,,random,033,denoised
steering,competence,random_033,-0.05,3.4578125,2.821875,4.03125,20,10,competence,,random,033,denoised
steering,competence,random_033,0.0,0.0,0.0,0.0,20,10,competence,,random,033,denoised
steering,competence,random_033,0.05,-11.5046875,-11.9752294921875,-11.009697265625,20,10,competence,,random,033,denoised
steering,competence,random_033,0.1,-3.9625,-4.5344140625,-3.3953125,20,10,competence,,random,033,denoised
steering,competence,random_034,-0.1,4.623828125,3.9187402343750004,5.433032226562499,20,10,competence,,random,034,denoised
steering,competence,random_034,-0.05,9.32421875,8.640625,10.04232421875,20,10,competence,,random,034,denoised
steering,competence,random_034,0.0,0.0,0.0,0.0,20,10,competence,,random,034,denoised
steering,competence,random_034,0.05,1.3890625,0.8404687500000002,2.0407031249999994,20,10,competence,,random,034,denoised
steering,competence,random_034,0.1,-4.52984619140625,-5.7096929931640625,-3.2679763793945322,20,10,competence,,random,034,denoised
steering,competence,random_035,-0.1,-10.1751953125,-10.682299804687501,-9.65064453125,20,10,competence,,random,035,denoised
steering,competence,random_035,-0.05,-9.187109375,-9.95240234375,-8.469091796875,20,10,competence,,random,035,denoised
steering,competence,random_035,0.0,0.0,0.0,0.0,20,10,competence,,random,035,denoised
steering,competence,random_035,0.05,4.064453125,3.55065673828125,4.58740234375,20,10,competence,,random,035,denoised
steering,competence,random_035,0.1,-3.1994873046875,-3.8321075439453125,-2.4399761962890634,20,10,competence,,random,035,denoised
steering,competence,random_036,-0.1,-8.1140625,-8.476601562499999,-7.737421875,20,10,competence,,random,036,denoised
steering,competence,random_036,-0.05,-5.0359375,-5.55,-4.5828125,20,10,competence,,random,036,denoised
steering,competence,random_036,0.0,0.0,0.0,0.0,20,10,competence,,random,036,denoised
steering,competence,random_036,0.05,4.64921875,3.398359375,5.98607421875,20,10,competence,,random,036,denoised
steering,competence,random_036,0.1,-2.2296875,-2.5703125,-1.9108984375000002,20,10,competence,,random,036,denoised
steering,competence,random_037,-0.1,3.291943359375,2.9667126464843747,3.61251953125,20,10,competence,,random,037,denoised
steering,competence,random_037,-0.05,3.134967041015625,2.2344007873535157,3.971695404052734,20,10,competence,,random,037,denoised
steering,competence,random_037,0.0,0.0,0.0,0.0,20,10,competence,,random,037,denoised
steering,competence,random_037,0.05,-7.332550048828125,-8.32993896484375,-6.354002227783203,20,10,competence,,random,037,denoised
steering,competence,random_037,0.1,0.861669921875,-0.5337768554687499,2.167257080078125,20,10,competence,,random,037,denoised
steering,competence,random_038,-0.1,1.6703125,0.9795703125000003,2.2156640625,20,10,competence,,random,038,denoised
steering,competence,random_038,-0.05,-3.0543212890625,-3.7443511962890623,-2.2905438232421886,20,10,competence,,random,038,denoised
steering,competence,random_038,0.0,0.0,0.0,0.0,20,10,competence,,random,038,denoised
steering,competence,random_038,0.05,-5.34522705078125,-6.028867492675781,-4.651663818359376,20,10,competence,,random,038,denoised
steering,competence,random_038,0.1,-8.6095947265625,-9.434237060546875,-7.8336114501953125,20,10,competence,,random,038,denoised
steering,competence,random_039,-0.1,-7.704833984375,-8.13771484375,-7.2825537109375,20,10,competence,,random,039,denoised
steering,competence,random_039,-0.05,-5.037939453125,-5.982159423828125,-3.983955078125,20,10,competence,,random,039,denoised
steering,competence,random_039,0.0,0.0,0.0,0.0,20,10,competence,,random,039,denoised
steering,competence,random_039,0.05,-0.793017578125,-1.379688720703125,-0.16692260742187565,20,10,competence,,random,039,denoised
steering,competence,random_039,0.1,-4.21640625,-4.5468945312499995,-3.90154296875,20,10,competence,,random,039,denoised
steering,competence,random_040,-0.1,5.33380126953125,4.349760742187501,6.196746215820312,20,10,competence,,random,040,denoised
steering,competence,random_040,-0.05,1.94375,1.2327343750000002,2.64689453125,20,10,competence,,random,040,denoised
steering,competence,random_040,0.0,0.0,0.0,0.0,20,10,competence,,random,040,denoised
steering,competence,random_040,0.05,-1.830877685546875,-2.412730712890625,-1.2786450195312504,20,10,competence,,random,040,denoised
steering,competence,random_040,0.1,-3.80625,-4.4626171875,-3.0934765625000016,20,10,competence,,random,040,denoised
steering,competence,random_041,-0.1,2.53798828125,1.90624267578125,3.1506909179687503,20,10,competence,,random,041,denoised
steering,competence,random_041,-0.05,7.265625,6.32328125,8.304726562499999,20,10,competence,,random,041,denoised
steering,competence,random_041,0.0,0.0,0.0,0.0,20,10,competence,,random,041,denoised
steering,competence,random_041,0.05,-7.458349609375,-8.06202880859375,-6.905561523437501,20,10,competence,,random,041,denoised
steering,competence,random_041,0.1,-5.430517578125,-6.009521484374999,-4.852352294921875,20,10,competence,,random,041,denoised
steering,competence,random_042,-0.1,4.1099609375,3.590341796875,4.5618701171875,20,10,competence,,random,042,denoised
steering,competence,random_042,-0.05,0.36973876953125,-0.29295043945312493,1.1267269897460932,20,10,competence,,random,042,denoised
steering,competence,random_042,0.0,0.0,0.0,0.0,20,10,competence,,random,042,denoised
steering,competence,random_042,0.05,-3.2625,-3.6360156249999998,-2.9046875,20,10,competence,,random,042,denoised
steering,competence,random_042,0.1,-13.985546875,-14.79044921875,-13.153486328125,20,10,competence,,random,042,denoised
