mode,axis,direction,strength,effect,ci_low,ci_high,n_stories,n_topics
baseline,warmth,accuracy,,1.0,1.0,1.0,20,10
baseline,warmth,high_low_margin_gap,,16.0,15.725,16.2375,20,10
baseline,competence,accuracy,,1.0,1.0,1.0,20,10
baseline,competence,high_low_margin_gap,,14.175,13.8,14.5875,20,10
steering,competence,axis_specific,-0.5,-5.3453125,-5.5125,-5.174921875,20,10
steering,competence,axis_specific,-0.25,-5.2625,-5.51875,-4.999843750000001,20,10
steering,competence,axis_specific,0.0,0.0,0.0,0.0,20,10
steering,competence,axis_specific,0.25,6.596875,5.853046875,7.240781249999999,20,10
steering,competence,axis_specific,0.5,12.1375,11.893671875,12.393828125,20,10
steering,competence,other_axis,-0.5,-0.70625,-1.0,-0.4125,20,10
steering,competence,other_axis,-0.25,-1.41875,-1.6625,-1.2,20,10
steering,competence,other_axis,0.0,0.0,0.0,0.0,20,10
steering,competence,other_axis,0.25,1.91875,1.6123437500000004,2.24375,20,10
steering,competence,other_axis,0.5,3.040625,2.5436718750000002,3.553125,20,10
steering,competence,random,-0.5,-3.55078125,-3.7461328125,-3.32732421875,20,10
steering,competence,random,-0.25,-2.703125,-3.0141015625,-2.3375,20,10
steering,competence,random,0.0,0.0,0.0,0.0,20,10
steering,competence,random,0.25,2.5265625,2.1234375,2.9438281249999996,20,10
steering,competence,random,0.5,7.4890625,7.1703125,7.793828125,20,10
steering,competence,raw_dense,-0.5,-4.0875,-4.38125,-3.8125,20,10
steering,competence,raw_dense,-0.25,0.79375,0.024687500000000553,1.587656249999999,20,10
steering,competence,raw_dense,0.0,0.0,0.0,0.0,20,10
steering,competence,raw_dense,0.25,8.703125,8.278046875,9.11875,20,10
steering,competence,raw_dense,0.5,7.31875,6.959375,7.65,20,10
steering,competence,sae_reconstructed,-0.5,-3.103125,-3.293828125,-2.903125,20,10
steering,competence,sae_reconstructed,-0.25,-2.9875,-3.14375,-2.83125,20,10
steering,competence,sae_reconstructed,0.0,0.0,0.0,0.0,20,10
steering,competence,sae_reconstructed,0.25,8.725,7.7934375000000005,9.5125,20,10
steering,competence,sae_reconstructed,0.5,11.403125,11.1875,11.659375,20,10
steering,competence,shared,-0.5,1.171875,0.9124218750000002,1.4063281249999995,20,10
steering,competence,shared,-0.25,-0.225,-0.41875,-0.03125,20,10
steering,competence,shared,0.0,0.0,0.0,0.0,20,10
steering,competence,shared,0.25,1.55625,1.13125,1.99375,20,10
steering,competence,shared,0.5,0.80625,0.040625,1.5594531249999994,20,10
steering,warmth,axis_specific,-0.5,-1.803125,-1.984375,-1.603125,20,10
steering,warmth,axis_specific,-0.25,-2.940625,-3.20625,-2.6686718750000007,20,10
steering,warmth,axis_specific,0.0,0.0,0.0,0.0,20,10
steering,warmth,axis_specific,0.25,-0.14375,-0.48125,0.2375,20,10
steering,warmth,axis_specific,0.5,2.55,2.26875,2.8250781249999997,20,10
steering,warmth,other_axis,-0.5,-3.05,-3.209453125,-2.865625,20,10
steering,warmth,other_axis,-0.25,-2.71875,-2.9,-2.525,20,10
steering,warmth,other_axis,0.0,0.0,0.0,0.0,20,10
steering,warmth,other_axis,0.25,10.109375,9.528125,10.7375,20,10
steering,warmth,other_axis,0.5,11.571875,11.381171875,11.828125,20,10
steering,warmth,random,-0.5,-6.6203125,-6.79375,-6.415625,20,10
steering,warmth,random,-0.25,-2.90625,-3.1375390625,-2.665625,20,10
steering,warmth,random,0.0,0.0,0.0,0.0,20,10
steering,warmth,random,0.25,0.4796875,0.3233984375000001,0.6422265624999998,20,10
steering,warmth,random,0.5,1.6015625,1.45703125,1.74298828125,20,10
steering,warmth,raw_dense,-0.5,-5.684375,-5.953203125,-5.434375,20,10
steering,warmth,raw_dense,-0.25,-3.3,-3.59375,-3.0625,20,10
steering,warmth,raw_dense,0.0,0.0,0.0,0.0,20,10
steering,warmth,raw_dense,0.25,7.29375,6.88125,7.70625,20,10
steering,warmth,raw_dense,0.5,11.43125,11.225,11.65015625,20,10
steering,warmth,sae_reconstructed,-0.5,-0.95,-1.165625,-0.7342968750000004,20,10
steering,warmth,sae_reconstructed,-0.25,-1.46875,-1.625,-1.2875,20,10
steering,warmth,sae_reconstructed,0.0,0.0,0.0,0.0,20,10
steering,warmth,sae_reconstructed,0.25,1.61875,1.15,2.09375,20,10
steering,warmth,sae_reconstructed,0.5,4.359375,4.096796875,4.637578125,20,10
steering,warmth,shared,-0.5,1.271875,1.125,1.4094531249999995,20,10
steering,warmth,shared,-0.25,-0.0875,-0.2,0.03125,20,10
steering,warmth,shared,0.0,0.0,0.0,0.0,20,10
steering,warmth,shared,0.25,1.625,1.21875,2.1,20,10
steering,warmth,shared,0.5,1.515625,0.8061718750000002,2.2782031249999997,20,10
ablation,warmth,other_axis,,0.1,-0.0375,0.2003124999999983,20,10
ablation,warmth,random_features,,0.0125,-0.025,0.05,20,10
ablation,warmth,shared,,0.2875,0.2125,0.3625,20,10
ablation,warmth,target_axis,,0.225,0.15,0.3,20,10
ablation,competence,other_axis,,0.125,0.05,0.225,20,10
ablation,competence,random_features,,0.0,0.0,0.0,20,10
ablation,competence,shared,,0.1125,0.025,0.2125,20,10
ablation,competence,target_axis,,-0.05,-0.1125,0.025,20,10
