model,layer,width,vector,rank,feature_idx,effect,mean_activation,activation_frequency,top_story_ids,top_story_conditions,neuronpedia_url
google/gemma-3-12b-it,31,16k,warmth,1,600,449.0853576660156,133.2282257080078,0.205,high_warmth_t007_s00044;high_warmth_t049_s00120;high_warmth_t008_s00048;high_warmth_t048_s00116;high_warmth_t037_s00100,high_warmth;high_warmth;high_warmth;high_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,2,349,-345.2122497558594,342.6139831542969,0.595,low_warmth_t003_s00029;low_warmth_t001_s00021;low_competence_t079_s00171;high_competence_t001_s00022;low_warmth_t057_s00133,low_warmth;low_warmth;low_competence;high_competence;low_warmth,
google/gemma-3-12b-it,31,16k,warmth,3,373,276.8395690917969,99.41259002685547,0.165,high_warmth_t028_s00088;high_warmth_t047_s00112;high_competence_t028_s00090;high_warmth_t009_s00052;high_warmth_t015_s00060,high_warmth;high_warmth;high_competence;high_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,4,249,-166.5430145263672,181.6970672607422,0.41,high_competence_t001_s00022;low_competence_t077_s00163;low_warmth_t003_s00029;low_competence_t001_s00023;low_warmth_t057_s00133,high_competence;low_competence;low_warmth;low_competence;low_warmth,
google/gemma-3-12b-it,31,16k,warmth,5,143,-157.48080444335938,118.41667175292969,0.175,low_warmth_t097_s00197;low_warmth_t028_s00089;low_warmth_t036_s00097;low_competence_t027_s00087;low_warmth_t035_s00093,low_warmth;low_warmth;low_warmth;low_competence;low_warmth,
google/gemma-3-12b-it,31,16k,warmth,6,954,155.30979919433594,195.70843505859375,0.27,high_warmth_t026_s00080;high_warmth_t010_s00056;high_warmth_t095_s00188;high_warmth_t001_s00020;high_competence_t095_s00190,high_warmth;high_warmth;high_warmth;high_warmth;high_competence,
google/gemma-3-12b-it,31,16k,warmth,7,1164,-148.9415283203125,429.2384338378906,0.615,high_competence_t096_s00194;low_warmth_t096_s00193;high_warmth_t038_s00104;low_warmth_t010_s00057;high_competence_t066_s00142,high_competence;low_warmth;high_warmth;low_warmth;high_competence,
google/gemma-3-12b-it,31,16k,warmth,8,1510,146.75978088378906,106.22177124023438,0.15,high_warmth_t075_s00016;high_competence_t079_s00170;high_warmth_t079_s00168;high_warmth_t076_s00156;high_warmth_t077_s00160,high_warmth;high_competence;high_warmth;high_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,9,1336,-142.95074462890625,217.04510498046875,0.26,low_warmth_t008_s00049;low_warmth_t004_s00033;low_warmth_t047_s00113;low_warmth_t085_s00173;high_warmth_t008_s00048,low_warmth;low_warmth;low_warmth;low_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,10,5360,-113.73089599609375,168.01211547851562,0.325,low_warmth_t055_s00125;low_warmth_t047_s00113;low_competence_t000_s00003;low_warmth_t068_s00149;low_competence_t025_s00079,low_warmth;low_warmth;low_competence;low_warmth;low_competence,
google/gemma-3-12b-it,31,16k,warmth,11,2525,101.95578002929688,96.13119506835938,0.135,low_competence_t008_s00051;high_warmth_t049_s00120;high_competence_t037_s00102;high_warmth_t008_s00048;low_competence_t004_s00035,low_competence;high_warmth;high_competence;high_warmth;low_competence,
google/gemma-3-12b-it,31,16k,warmth,12,948,-82.59010314941406,145.2682647705078,0.275,low_competence_t009_s00055;high_competence_t068_s00150;low_competence_t068_s00151;low_competence_t010_s00059;high_competence_t087_s00182,low_competence;high_competence;low_competence;low_competence;high_competence,
google/gemma-3-12b-it,31,16k,warmth,13,7854,-70.7620849609375,329.20172119140625,0.57,high_warmth_t049_s00120;low_warmth_t049_s00121;high_warmth_t038_s00104;high_warmth_t016_s00064;high_warmth_t065_s00012,high_warmth;low_warmth;high_warmth;high_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,14,1182,67.15744018554688,111.36550903320312,0.2,low_competence_t079_s00171;low_competence_t001_s00023;high_competence_t056_s00130;low_competence_t097_s00199;high_competence_t079_s00170,low_competence;low_competence;high_competence;low_competence;high_competence,
google/gemma-3-12b-it,31,16k,warmth,15,8204,-61.596736907958984,33.11125564575195,0.05,low_warmth_t026_s00081;high_warmth_t046_s00108;low_warmth_t046_s00109;low_warmth_t049_s00121;high_warmth_t049_s00120,low_warmth;high_warmth;low_warmth;low_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,16,6501,-57.82670211791992,14.456677436828613,0.02,low_warmth_t002_s00025;low_warmth_t001_s00021;low_warmth_t085_s00173;low_warmth_t086_s00177;low_competence_t097_s00199,low_warmth;low_warmth;low_warmth;low_warmth;low_competence,
google/gemma-3-12b-it,31,16k,warmth,17,831,50.845272064208984,39.196102142333984,0.07,high_warmth_t049_s00120;high_warmth_t007_s00044;high_competence_t036_s00098;high_competence_t048_s00118;high_competence_t010_s00058,high_warmth;high_warmth;high_competence;high_competence;high_competence,
google/gemma-3-12b-it,31,16k,warmth,18,289,-49.51181411743164,43.14777374267578,0.08,low_competence_t069_s00155;low_competence_t095_s00191;low_warmth_t008_s00049;low_competence_t036_s00099;low_competence_t048_s00119,low_competence;low_competence;low_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,19,2224,-48.79637145996094,29.316953659057617,0.04,low_warmth_t095_s00189;high_warmth_t095_s00188;low_competence_t095_s00191;low_warmth_t026_s00081;low_warmth_t035_s00093,low_warmth;high_warmth;low_competence;low_warmth;low_warmth,
google/gemma-3-12b-it,31,16k,warmth,20,1353,40.52912521362305,17.47439956665039,0.03,high_warmth_t036_s00096;high_warmth_t026_s00080;high_competence_t036_s00098;high_warmth_t055_s00124;high_warmth_t097_s00196,high_warmth;high_warmth;high_competence;high_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,21,1714,39.05577087402344,36.24000930786133,0.06,high_warmth_t055_s00124;high_warmth_t035_s00092;low_warmth_t096_s00193;high_warmth_t067_s00144;high_competence_t018_s00074,high_warmth;high_warmth;low_warmth;high_warmth;high_competence,
google/gemma-3-12b-it,31,16k,warmth,22,3999,35.6694221496582,8.91735553741455,0.015,high_warmth_t015_s00060;high_warmth_t017_s00068;high_warmth_t016_s00064;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;high_warmth;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,23,3282,35.29896926879883,11.7396821975708,0.02,high_warmth_t096_s00192;low_competence_t096_s00195;high_warmth_t035_s00092;high_warmth_t097_s00196;low_competence_t087_s00183,high_warmth;low_competence;high_warmth;high_warmth;low_competence,
google/gemma-3-12b-it,31,16k,warmth,24,627,33.24394989013672,48.2807731628418,0.08,low_competence_t065_s00015;high_competence_t076_s00158;low_competence_t076_s00159;low_warmth_t036_s00097;high_warmth_t077_s00160,low_competence;high_competence;low_competence;low_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,25,799,33.22219467163086,30.01455307006836,0.055,low_competence_t037_s00103;high_competence_t028_s00090;high_warmth_t036_s00096;high_warmth_t038_s00104;high_warmth_t035_s00092,low_competence;high_competence;high_warmth;high_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,26,1655,32.804752349853516,10.360629081726074,0.02,high_warmth_t047_s00112;high_warmth_t026_s00080;high_warmth_t028_s00088;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;high_warmth;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,27,1350,-30.995723724365234,7.74893045425415,0.015,low_warmth_t078_s00165;low_warmth_t095_s00189;low_warmth_t027_s00085;low_competence_t097_s00199;low_competence_t087_s00183,low_warmth;low_warmth;low_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,28,203,30.776708602905273,50.38157653808594,0.055,high_competence_t069_s00154;high_warmth_t069_s00152;low_competence_t069_s00155;low_warmth_t069_s00153;high_competence_t065_s00014,high_competence;high_warmth;low_competence;low_warmth;high_competence,
google/gemma-3-12b-it,31,16k,warmth,29,1091,28.37057113647461,25.061738967895508,0.035,high_competence_t066_s00142;high_warmth_t065_s00012;high_competence_t065_s00014;high_competence_t069_s00154;high_warmth_t001_s00020,high_competence;high_warmth;high_competence;high_competence;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,30,1767,27.06978988647461,15.779536247253418,0.025,high_warmth_t079_s00168;high_competence_t056_s00130;high_warmth_t056_s00128;low_competence_t079_s00171;high_competence_t079_s00170,high_warmth;high_competence;high_warmth;low_competence;high_competence,
google/gemma-3-12b-it,31,16k,warmth,31,3168,-26.795875549316406,30.59359359741211,0.04,low_warmth_t005_s00037;low_competence_t005_s00039;high_warmth_t005_s00036;high_competence_t005_s00038;low_competence_t019_s00007,low_warmth;low_competence;high_warmth;high_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,32,14674,26.756282806396484,6.689071178436279,0.01,high_warmth_t049_s00120;high_warmth_t046_s00108;low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;high_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,33,4213,26.448911666870117,10.092612266540527,0.015,high_competence_t097_s00198;high_warmth_t056_s00128;high_warmth_t028_s00088;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,34,3015,25.52182388305664,19.495290756225586,0.03,high_competence_t085_s00174;high_competence_t009_s00054;high_warmth_t057_s00132;high_warmth_t001_s00020;low_competence_t010_s00059,high_competence;high_competence;high_warmth;high_warmth;low_competence,
google/gemma-3-12b-it,31,16k,warmth,35,6018,-25.327495574951172,9.427948951721191,0.015,low_warmth_t078_s00165;high_competence_t048_s00118;low_warmth_t049_s00121;low_competence_t097_s00199;low_competence_t087_s00183,low_warmth;high_competence;low_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,36,3513,22.750919342041016,63.833438873291016,0.065,high_competence_t046_s00110;low_competence_t046_s00111;low_competence_t000_s00003;high_warmth_t046_s00108;high_competence_t000_s00002,high_competence;low_competence;low_competence;high_warmth;high_competence,
google/gemma-3-12b-it,31,16k,warmth,37,3974,22.48185920715332,5.620465278625488,0.01,high_warmth_t055_s00124;high_warmth_t047_s00112;low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;high_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,38,1106,22.40254020690918,5.600635528564453,0.01,high_warmth_t028_s00088;high_warmth_t035_s00092;low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;high_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,39,5381,21.92351531982422,16.235212326049805,0.02,high_warmth_t057_s00132;high_competence_t057_s00134;high_competence_t055_s00126;low_competence_t057_s00135;low_competence_t087_s00183,high_warmth;high_competence;high_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,40,491,-21.212194442749023,24.11920166015625,0.06,high_competence_t095_s00190;low_competence_t079_s00171;high_warmth_t095_s00188;high_warmth_t005_s00036;low_warmth_t035_s00093,high_competence;low_competence;high_warmth;high_warmth;low_warmth,
google/gemma-3-12b-it,31,16k,warmth,41,291,21.17904281616211,52.590702056884766,0.06,high_competence_t008_s00050;high_competence_t006_s00042;high_competence_t009_s00054;high_competence_t005_s00038;low_competence_t008_s00051,high_competence;high_competence;high_competence;high_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,42,53,20.91907501220703,26.928163528442383,0.03,high_competence_t069_s00154;high_warmth_t068_s00148;low_competence_t069_s00155;high_competence_t068_s00150;high_competence_t065_s00014,high_competence;high_warmth;low_competence;high_competence;high_competence,
google/gemma-3-12b-it,31,16k,warmth,43,5135,19.70427703857422,11.754075050354004,0.02,high_competence_t009_s00054;high_competence_t008_s00050;high_warmth_t009_s00052;high_warmth_t016_s00064;low_competence_t097_s00199,high_competence;high_competence;high_warmth;high_warmth;low_competence,
google/gemma-3-12b-it,31,16k,warmth,44,1584,19.214441299438477,4.803610324859619,0.005,high_warmth_t035_s00092;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,45,9479,-18.931304931640625,4.732826232910156,0.005,low_warmth_t025_s00077;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,46,636,-18.374223709106445,4.593555927276611,0.005,low_warmth_t001_s00021;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,47,3370,17.247682571411133,10.793376922607422,0.015,high_warmth_t055_s00124;low_competence_t055_s00127;high_competence_t055_s00126;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;low_competence;high_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,48,10651,17.101503372192383,11.400115966796875,0.015,high_warmth_t004_s00032;low_warmth_t004_s00033;high_warmth_t027_s00084;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;low_warmth;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,49,3154,16.831531524658203,25.6540584564209,0.035,high_competence_t009_s00054;high_warmth_t085_s00172;high_warmth_t009_s00052;high_competence_t077_s00162;high_competence_t028_s00090,high_competence;high_warmth;high_warmth;high_competence;high_competence,
google/gemma-3-12b-it,31,16k,warmth,50,937,-16.516448974609375,74.4855728149414,0.135,high_warmth_t038_s00104;low_warmth_t038_s00105;low_warmth_t037_s00101;low_warmth_t067_s00145;high_warmth_t036_s00096,high_warmth;low_warmth;low_warmth;low_warmth;high_warmth,
google/gemma-3-12b-it,31,16k,warmth,51,9461,16.4051513671875,4.101287841796875,0.005,high_warmth_t035_s00092;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,52,3022,15.99697208404541,7.0062785148620605,0.01,high_warmth_t049_s00120;high_competence_t049_s00122;low_competence_t095_s00191;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;high_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,53,3984,15.08098030090332,10.654985427856445,0.015,high_warmth_t025_s00076;high_competence_t025_s00078;low_competence_t025_s00079;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;high_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,54,2288,-14.98576831817627,3.7464423179626465,0.005,low_warmth_t096_s00193;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,55,13099,14.095930099487305,3.523982524871826,0.005,high_warmth_t036_s00096;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,56,9503,14.079374313354492,12.849505424499512,0.015,high_competence_t056_s00130;low_competence_t056_s00131;high_warmth_t056_s00128;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;low_competence;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,57,1385,14.059858322143555,29.559532165527344,0.045,high_competence_t056_s00130;high_warmth_t056_s00128;low_competence_t056_s00131;low_warmth_t056_s00129;high_competence_t055_s00126,high_competence;high_warmth;low_competence;low_warmth;high_competence,
google/gemma-3-12b-it,31,16k,warmth,58,766,-13.982612609863281,87.97515869140625,0.11,low_warmth_t075_s00017;high_warmth_t047_s00112;high_warmth_t027_s00084;high_competence_t047_s00114;low_warmth_t077_s00161,low_warmth;high_warmth;high_warmth;high_competence;low_warmth,
google/gemma-3-12b-it,31,16k,warmth,59,7919,13.852334976196289,7.278935432434082,0.01,high_competence_t028_s00090;high_warmth_t028_s00088;low_competence_t097_s00199;low_competence_t096_s00195;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,60,12630,-13.740931510925293,3.4352328777313232,0.005,low_warmth_t058_s00137;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,61,2775,13.508947372436523,3.377236843109131,0.005,high_warmth_t028_s00088;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,62,3411,13.426485061645508,10.589293479919434,0.015,high_competence_t097_s00198;high_warmth_t097_s00196;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,63,13708,13.380882263183594,37.06013488769531,0.035,high_competence_t068_s00150;high_warmth_t068_s00148;low_competence_t068_s00151;low_warmth_t068_s00149;low_warmth_t069_s00153,high_competence;high_warmth;low_competence;low_warmth;low_warmth,
google/gemma-3-12b-it,31,16k,warmth,64,5814,13.376848220825195,9.847650527954102,0.015,high_competence_t008_s00050;high_warmth_t008_s00048;high_competence_t065_s00014;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;high_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,65,4045,13.217490196228027,11.17218017578125,0.015,high_competence_t075_s00018;low_competence_t075_s00019;high_warmth_t075_s00016;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;low_competence;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,66,3430,-13.103743553161621,3.2759358882904053,0.005,low_warmth_t046_s00109;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,67,6937,-13.071455001831055,6.06350564956665,0.01,low_warmth_t027_s00085;low_competence_t027_s00087;low_competence_t095_s00191;low_competence_t097_s00199;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,68,3144,13.057514190673828,18.387615203857422,0.03,low_competence_t068_s00151;high_warmth_t047_s00112;low_competence_t046_s00111;high_warmth_t005_s00036;low_warmth_t005_s00037,low_competence;high_warmth;low_competence;high_warmth;low_warmth,
google/gemma-3-12b-it,31,16k,warmth,69,5855,-12.992053031921387,3.2480132579803467,0.005,low_warmth_t010_s00057;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,70,6517,12.88944149017334,11.509387969970703,0.015,low_competence_t038_s00107;high_competence_t038_s00106;high_warmth_t038_s00104;low_competence_t097_s00199;low_competence_t087_s00183,low_competence;high_competence;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,71,11118,-12.88394832611084,3.220987319946289,0.005,low_warmth_t096_s00193;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,72,1107,-12.839818000793457,3.2099545001983643,0.005,low_warmth_t055_s00125;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,73,2609,12.8378267288208,11.015629768371582,0.015,high_competence_t037_s00102;high_warmth_t037_s00100;low_competence_t037_s00103;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,74,2140,-12.769304275512695,3.192326068878174,0.005,low_warmth_t036_s00097;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,75,8604,12.728388786315918,6.893654823303223,0.01,high_competence_t056_s00130;high_warmth_t056_s00128;low_competence_t095_s00191;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;high_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,76,14556,12.709662437438965,11.524874687194824,0.015,high_competence_t068_s00150;low_competence_t068_s00151;high_warmth_t068_s00148;low_competence_t097_s00199;low_competence_t087_s00183,high_competence;low_competence;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,77,14838,12.440312385559082,3.1100780963897705,0.005,high_warmth_t057_s00132;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,78,8543,-12.432453155517578,3.1081132888793945,0.005,low_warmth_t076_s00157;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,79,3744,-12.419095993041992,3.104774236679077,0.005,low_warmth_t028_s00089;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,80,5001,12.206295013427734,13.472159385681152,0.02,low_competence_t007_s00047;high_competence_t007_s00046;high_warmth_t007_s00044;low_competence_t027_s00087;low_competence_t087_s00183,low_competence;high_competence;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,81,5834,12.204355239868164,18.974685668945312,0.02,high_competence_t066_s00142;low_competence_t066_s00143;low_competence_t002_s00027;high_warmth_t066_s00140;low_competence_t087_s00183,high_competence;low_competence;low_competence;high_warmth;low_competence,
google/gemma-3-12b-it,31,16k,warmth,82,765,12.198090553283691,7.675358772277832,0.015,high_warmth_t026_s00080;low_competence_t037_s00103;high_competence_t037_s00102;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;low_competence;high_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,83,851,-11.98511791229248,8.837416648864746,0.015,low_competence_t065_s00015;low_warmth_t078_s00165;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_competence;low_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,84,13234,11.923870086669922,18.890352249145508,0.03,high_warmth_t045_s00008;high_warmth_t047_s00112;low_warmth_t045_s00009;low_competence_t045_s00011;high_competence_t045_s00010,high_warmth;high_warmth;low_warmth;low_competence;high_competence,
google/gemma-3-12b-it,31,16k,warmth,85,6996,11.916959762573242,2.9792401790618896,0.005,high_warmth_t008_s00048;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,86,4993,-11.862443923950195,2.965610980987549,0.005,low_warmth_t009_s00053;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,87,13447,11.834543228149414,2.9586358070373535,0.005,high_warmth_t017_s00068;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,88,2183,11.651103019714355,5.818361282348633,0.01,high_warmth_t068_s00148;high_competence_t068_s00150;low_competence_t095_s00191;low_competence_t097_s00199;low_competence_t087_s00183,high_warmth;high_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,89,2652,-11.580889701843262,5.706827163696289,0.01,low_warmth_t088_s00185;low_competence_t088_s00187;low_competence_t096_s00195;low_competence_t097_s00199;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,90,8165,11.552444458007812,9.148465156555176,0.015,low_competence_t096_s00195;high_competence_t096_s00194;high_warmth_t096_s00192;low_competence_t095_s00191;low_competence_t087_s00183,low_competence;high_competence;high_warmth;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,91,15810,-11.485136032104492,5.9813761711120605,0.01,low_competence_t027_s00087;low_warmth_t027_s00085;low_competence_t095_s00191;low_competence_t097_s00199;low_competence_t087_s00183,low_competence;low_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,92,11144,11.384650230407715,2.846162796020508,0.005,high_warmth_t005_s00036;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,93,1175,-11.382438659667969,40.87907028198242,0.045,high_warmth_t078_s00164;low_warmth_t078_s00165;low_competence_t027_s00087;low_warmth_t027_s00085;high_competence_t027_s00086,high_warmth;low_warmth;low_competence;low_warmth;high_competence,
google/gemma-3-12b-it,31,16k,warmth,94,3303,-11.374665260314941,2.8436663150787354,0.005,low_warmth_t009_s00053;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,95,1501,11.252695083618164,16.573284149169922,0.025,high_competence_t097_s00198;low_competence_t097_s00199;high_warmth_t056_s00128;high_warmth_t055_s00124;low_warmth_t097_s00197,high_competence;low_competence;high_warmth;high_warmth;low_warmth,
google/gemma-3-12b-it,31,16k,warmth,96,5703,11.187689781188965,2.7969226837158203,0.005,high_warmth_t007_s00044;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,97,4928,11.125710487365723,2.7814276218414307,0.005,high_warmth_t000_s00000;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,high_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,98,2951,11.04478645324707,6.232376575469971,0.01,low_competence_t025_s00079;high_warmth_t025_s00076;low_competence_t095_s00191;low_competence_t097_s00199;low_competence_t087_s00183,low_competence;high_warmth;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,99,2020,-11.029383659362793,2.7573459148406982,0.005,low_warmth_t035_s00093;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,warmth,100,1843,-10.954113960266113,2.7385284900665283,0.005,low_warmth_t067_s00145;low_competence_t097_s00199;low_competence_t095_s00191;low_competence_t096_s00195;low_competence_t087_s00183,low_warmth;low_competence;low_competence;low_competence;low_competence,
google/gemma-3-12b-it,31,16k,competence,1,349,-429.0401306152344,342.6139831542969,0.595,low_warmth_t003_s00029;low_warmth_t001_s00021;low_competence_t079_s00171;high_competence_t001_s00022;low_warmth_t057_s00133,low_warmth;low_warmth;low_competence;high_competence;low_warmth,
