model,predictor,pearson_r,pearson_p,standardized_ols_beta,ols_r2,n_names
gemma4_26b_a4b,human_callback,-0.11075902072611256,0.17870879687699706,-0.0707356236793759,0.14195008160380884,149
gemma4_26b_a4b,model_warmth,0.08829718405137678,0.28425016711200957,-0.05976110814789981,0.14195008160380884,149
gemma4_26b_a4b,model_competence,0.3555388727445429,8.602155275812665e-06,0.25226113404479006,0.14195008160380884,149
