label,model,layer,sae_release,sae_id,width,n_features,relative_l2_error_mean,relative_l2_error_std,reconstruction_cosine_mean,active_features_mean,active_features_std,warmth_cohens_d,competence_cohens_d,warmth_cv,competence_cv,warmth_topic_cv,competence_topic_cv,cross_warmth_on_competence_cv,cross_competence_on_warmth_cv,feature_cosine,decoded_warmth_alignment,decoded_competence_alignment,shared_energy_fraction_warmth,shared_energy_fraction_competence
gemma3_12b,google/gemma-3-12b-it,31,gemma-scope-2-12b-it-res,layer_31_width_16k_l0_medium,16k,16384,0.15925808250904083,0.01683574542403221,0.9972607493400574,8.5649995803833,2.7396669387817383,3.430479393006113,2.980205118096307,0.82,0.64,0.9400000000000001,0.78,0.8099999999999999,0.82,0.5747461653842606,0.7266302124834518,0.7248478536341147,0.3145763874053955,0.5368114113807678
gemma3_12b,google/gemma-3-12b-it,31,gemma-scope-2-12b-it-res,layer_31_width_65k_l0_medium,65k,65536,0.1625411957502365,0.016212858259677887,0.9973646402359009,6.309999942779541,2.276818037033081,1.6045514854159788,2.400304770194118,0.6,0.63,0.72,0.7699999999999999,0.73,0.75,0.4109258047879871,0.7417470270541598,0.6421908174429691,0.2810463607311249,0.14565667510032654
gemma3_12b,google/gemma-3-12b-it,31,gemma-scope-2-12b-it-res,layer_31_width_262k_l0_medium,262k,262144,0.16708092391490936,0.01633678376674652,0.9975042939186096,5.585000038146973,1.8173538446426392,1.6372713614724816,1.8826287158845953,0.5799999999999998,0.45999999999999996,0.7,0.6900000000000001,0.77,0.76,0.7229438712751086,0.7493315061852369,0.7152011514083737,0.6315802335739136,0.5130136013031006
