model,predictor,pearson_r,pearson_p,standardized_ols_beta,ols_r2,n_names
gemma3_27b,human_callback,0.1291780370964879,0.042944632964322965,0.07019400529864858,0.2159837425825264,246
gemma3_27b,model_warmth,-0.38530526921943475,3.957342552647901e-10,-2.7736263370857035,0.2159837425825264,246
gemma3_27b,model_competence,-0.37722179777195053,9.73400064881006e-10,2.6005657588514413,0.2159837425825264,246
