mode,axis,direction,strength,effect,ci_low,ci_high,n_stories,n_topics,judgment_axis,steering_axis,direction_type,random_id,vector_kind
steering,competence,random_024,-0.1,0.31484375,-0.5138916015625,1.2756005859375,20,10,competence,,random,024,raw
steering,competence,random_024,-0.05,1.45546875,0.7659814453125,2.0833984375,20,10,competence,,random,024,raw
steering,competence,random_024,0.0,0.0,0.0,0.0,20,10,competence,,random,024,raw
steering,competence,random_024,0.05,0.183203125,-0.11368164062499998,0.4099658203125,20,10,competence,,random,024,raw
steering,competence,random_024,0.1,6.24595947265625,5.675511779785157,6.778309020996094,20,10,competence,,random,024,raw
steering,competence,random_025,-0.1,4.780078125,4.0587109375,5.341484375,20,10,competence,,random,025,raw
steering,competence,random_025,-0.05,-7.1524658203125,-7.406259155273437,-6.907252197265625,20,10,competence,,random,025,raw
steering,competence,random_025,0.0,0.0,0.0,0.0,20,10,competence,,random,025,raw
steering,competence,random_025,0.05,-0.1435546875,-0.4906689453124999,0.1763671875,20,10,competence,,random,025,raw
steering,competence,random_025,0.1,-7.02421875,-7.361748046874999,-6.730053710937501,20,10,competence,,random,025,raw
steering,competence,random_026,-0.1,-3.893359375,-4.198842773437501,-3.5831982421874997,20,10,competence,,random,026,raw
steering,competence,random_026,-0.05,-2.7716796875,-3.2943603515625,-2.197841796875,20,10,competence,,random,026,raw
steering,competence,random_026,0.0,0.0,0.0,0.0,20,10,competence,,random,026,raw
steering,competence,random_026,0.05,-8.847021484375,-9.222067871093751,-8.435003662109375,20,10,competence,,random,026,raw
steering,competence,random_026,0.1,-4.973046875,-5.385595703125,-4.602705078125,20,10,competence,,random,026,raw
steering,competence,random_027,-0.1,-4.85283203125,-5.585242919921875,-4.238843994140625,20,10,competence,,random,027,raw
steering,competence,random_027,-0.05,-3.471484375,-3.911953125,-3.0264697265625005,20,10,competence,,random,027,raw
steering,competence,random_027,0.0,0.0,0.0,0.0,20,10,competence,,random,027,raw
steering,competence,random_027,0.05,2.836328125,2.43572265625,3.1906298828125,20,10,competence,,random,027,raw
steering,competence,random_027,0.1,-2.07578125,-2.80041015625,-1.3675537109375002,20,10,competence,,random,027,raw
steering,competence,random_028,-0.1,-1.9085693359375,-2.3372418212890627,-1.5120513916015625,20,10,competence,,random,028,raw
steering,competence,random_028,-0.05,-0.52069091796875,-0.8429354858398437,-0.21487884521484396,20,10,competence,,random,028,raw
steering,competence,random_028,0.0,0.0,0.0,0.0,20,10,competence,,random,028,raw
steering,competence,random_028,0.05,2.80859375,2.53621826171875,3.0440698242187496,20,10,competence,,random,028,raw
steering,competence,random_028,0.1,0.370703125,-0.3150537109375,1.0868261718749994,20,10,competence,,random,028,raw
steering,competence,random_029,-0.1,2.902734375,2.3162011718750004,3.420380859375,20,10,competence,,random,029,raw
steering,competence,random_029,-0.05,8.910546875,8.4447900390625,9.355043945312499,20,10,competence,,random,029,raw
steering,competence,random_029,0.0,0.0,0.0,0.0,20,10,competence,,random,029,raw
steering,competence,random_029,0.05,-11.6290771484375,-12.167788696289062,-11.15308837890625,20,10,competence,,random,029,raw
steering,competence,random_029,0.1,-20.504296875,-21.209677734375,-19.9466552734375,20,10,competence,,random,029,raw
steering,competence,random_030,-0.1,-6.624755859375,-6.92931640625,-6.296280517578125,20,10,competence,,random,030,raw
steering,competence,random_030,-0.05,-5.21630859375,-5.68590087890625,-4.791357421875,20,10,competence,,random,030,raw
steering,competence,random_030,0.0,0.0,0.0,0.0,20,10,competence,,random,030,raw
steering,competence,random_030,0.05,-3.65689697265625,-4.113087463378906,-3.18689453125,20,10,competence,,random,030,raw
steering,competence,random_030,0.1,-4.39102783203125,-5.311885070800781,-3.422841186523438,20,10,competence,,random,030,raw
steering,competence,random_031,-0.1,2.064453125,1.6423681640625,2.5215527343749997,20,10,competence,,random,031,raw
steering,competence,random_031,-0.05,-2.448046875,-3.069189453125,-1.9392138671875,20,10,competence,,random,031,raw
steering,competence,random_031,0.0,0.0,0.0,0.0,20,10,competence,,random,031,raw
steering,competence,random_031,0.05,-11.196484375,-11.647900390624999,-10.791015625000002,20,10,competence,,random,031,raw
steering,competence,random_031,0.1,-5.798046875,-6.2451513671875,-5.339833984375,20,10,competence,,random,031,raw
steering,competence,random_032,-0.1,-1.463671875,-1.9713623046874997,-0.9195019531250002,20,10,competence,,random,032,raw
steering,competence,random_032,-0.05,-5.1259521484375,-5.4706182861328125,-4.782752685546876,20,10,competence,,random,032,raw
steering,competence,random_032,0.0,0.0,0.0,0.0,20,10,competence,,random,032,raw
steering,competence,random_032,0.05,-3.39296875,-3.7633837890625,-2.9894140625,20,10,competence,,random,032,raw
steering,competence,random_032,0.1,2.2375,1.7715625000000002,2.6442431640624995,20,10,competence,,random,032,raw
steering,competence,random_033,-0.1,8.322955322265624,7.539725189208984,9.06739501953125,20,10,competence,,random,033,raw
steering,competence,random_033,-0.05,-2.46541748046875,-2.8963165283203125,-2.0545239257812504,20,10,competence,,random,033,raw
steering,competence,random_033,0.0,0.0,0.0,0.0,20,10,competence,,random,033,raw
steering,competence,random_033,0.05,-4.81220703125,-5.370937499999999,-4.228046875,20,10,competence,,random,033,raw
steering,competence,random_033,0.1,-2.2830078125,-2.6513916015625,-1.97830078125,20,10,competence,,random,033,raw
steering,competence,random_034,-0.1,-16.6146484375,-17.143564453125,-16.167519531249997,20,10,competence,,random,034,raw
steering,competence,random_034,-0.05,-1.707421875,-2.4699658203125,-1.1531738281250008,20,10,competence,,random,034,raw
steering,competence,random_034,0.0,0.0,0.0,0.0,20,10,competence,,random,034,raw
steering,competence,random_034,0.05,-3.0918121337890625,-3.3675747680664063,-2.8542990112304687,20,10,competence,,random,034,raw
steering,competence,random_034,0.1,-2.1609130859375,-3.050924072265625,-1.3295776367187502,20,10,competence,,random,034,raw
steering,competence,random_035,-0.1,0.2251220703125,-0.39625305175781245,0.7928186035156245,20,10,competence,,random,035,raw
steering,competence,random_035,-0.05,0.177294921875,-0.21662292480468748,0.6250628662109373,20,10,competence,,random,035,raw
steering,competence,random_035,0.0,0.0,0.0,0.0,20,10,competence,,random,035,raw
steering,competence,random_035,0.05,-8.632421875,-8.9107470703125,-8.3625927734375,20,10,competence,,random,035,raw
steering,competence,random_035,0.1,7.726513671875,6.843408203125,8.527857666015624,20,10,competence,,random,035,raw
steering,competence,random_036,-0.1,-9.946484375,-10.377827148437499,-9.5951171875,20,10,competence,,random,036,raw
steering,competence,random_036,-0.05,3.68779296875,3.13130126953125,4.237890625,20,10,competence,,random,036,raw
steering,competence,random_036,0.0,0.0,0.0,0.0,20,10,competence,,random,036,raw
steering,competence,random_036,0.05,-5.075244140625,-5.777099609375,-4.456518554687501,20,10,competence,,random,036,raw
steering,competence,random_036,0.1,6.772265625,6.291655273437501,7.238291015625,20,10,competence,,random,036,raw
steering,competence,random_037,-0.1,-3.23460693359375,-3.4458190917968747,-3.0304568481445315,20,10,competence,,random,037,raw
steering,competence,random_037,-0.05,1.794140625,1.4475976562500001,2.1595947265625,20,10,competence,,random,037,raw
steering,competence,random_037,0.0,0.0,0.0,0.0,20,10,competence,,random,037,raw
steering,competence,random_037,0.05,1.2056640625,0.9546875,1.4798974609375,20,10,competence,,random,037,raw
steering,competence,random_037,0.1,-6.0337890625,-7.1201757812499995,-5.0933251953125005,20,10,competence,,random,037,raw
steering,competence,random_038,-0.1,8.703515625,8.3818359375,8.9789599609375,20,10,competence,,random,038,raw
steering,competence,random_038,-0.05,8.414453125,8.026103515625,8.7646630859375,20,10,competence,,random,038,raw
steering,competence,random_038,0.0,0.0,0.0,0.0,20,10,competence,,random,038,raw
steering,competence,random_038,0.05,-7.723046875,-8.030859375,-7.4151416015625005,20,10,competence,,random,038,raw
steering,competence,random_038,0.1,-3.462109375,-4.2240771484375,-2.7015625,20,10,competence,,random,038,raw
steering,competence,random_039,-0.1,6.284765625,5.7861181640625,6.7876953125,20,10,competence,,random,039,raw
steering,competence,random_039,-0.05,0.09732666015625,-0.25521331787109375,0.48633544921874994,20,10,competence,,random,039,raw
steering,competence,random_039,0.0,0.0,0.0,0.0,20,10,competence,,random,039,raw
steering,competence,random_039,0.05,-8.819287109375,-9.05569091796875,-8.584500732421876,20,10,competence,,random,039,raw
steering,competence,random_039,0.1,-6.15087890625,-6.60238525390625,-5.6887622070312505,20,10,competence,,random,039,raw
steering,competence,random_040,-0.1,4.843310546875,4.450819091796875,5.2840576171875,20,10,competence,,random,040,raw
steering,competence,random_040,-0.05,1.9708984375,1.7195874023437503,2.2265771484375,20,10,competence,,random,040,raw
steering,competence,random_040,0.0,0.0,0.0,0.0,20,10,competence,,random,040,raw
steering,competence,random_040,0.05,-2.60595703125,-3.0256811523437497,-2.2161572265625002,20,10,competence,,random,040,raw
steering,competence,random_040,0.1,-12.29189453125,-12.949326171875,-11.66303466796875,20,10,competence,,random,040,raw
steering,competence,random_041,-0.1,-1.191015625,-1.7570751953125,-0.7287402343750009,20,10,competence,,random,041,raw
steering,competence,random_041,-0.05,-0.364453125,-0.656455078125,-0.06208984375000011,20,10,competence,,random,041,raw
steering,competence,random_041,0.0,0.0,0.0,0.0,20,10,competence,,random,041,raw
steering,competence,random_041,0.05,-1.4225341796875,-1.7046917724609374,-1.1240081787109375,20,10,competence,,random,041,raw
steering,competence,random_041,0.1,-5.663348388671875,-5.898763427734375,-5.387571563720703,20,10,competence,,random,041,raw
steering,competence,random_042,-0.1,-6.3776611328125,-6.791071166992187,-5.989235229492188,20,10,competence,,random,042,raw
steering,competence,random_042,-0.05,-0.910888671875,-1.2100634765625,-0.6188037109375001,20,10,competence,,random,042,raw
steering,competence,random_042,0.0,0.0,0.0,0.0,20,10,competence,,random,042,raw
steering,competence,random_042,0.05,-2.104296875,-2.5430273437499995,-1.80173828125,20,10,competence,,random,042,raw
steering,competence,random_042,0.1,-7.494873046875,-8.067257080078125,-6.980799560546876,20,10,competence,,random,042,raw
steering,competence,random_043,-0.1,1.239453125,0.553095703125,1.9637304687499997,20,10,competence,,random,043,raw
steering,competence,random_043,-0.05,-3.250537109375,-3.5453625488281246,-2.95385009765625,20,10,competence,,random,043,raw
steering,competence,random_043,0.0,0.0,0.0,0.0,20,10,competence,,random,043,raw
steering,competence,random_043,0.05,-2.9298828125,-3.2779931640625,-2.5933447265625,20,10,competence,,random,043,raw
steering,competence,random_043,0.1,-3.3650390625,-3.5607519531249996,-3.1436914062500003,20,10,competence,,random,043,raw
steering,competence,random_044,-0.1,-1.835546875,-2.22560546875,-1.4374853515625001,20,10,competence,,random,044,raw
steering,competence,random_044,-0.05,-0.557421875,-0.834775390625,-0.3316064453125002,20,10,competence,,random,044,raw
steering,competence,random_044,0.0,0.0,0.0,0.0,20,10,competence,,random,044,raw
steering,competence,random_044,0.05,1.292578125,0.8042919921875,1.75275390625,20,10,competence,,random,044,raw
steering,competence,random_044,0.1,-14.050390625,-14.611591796875,-13.575419921875001,20,10,competence,,random,044,raw
steering,competence,random_045,-0.1,0.18525390625,-0.192545166015625,0.530224609375,20,10,competence,,random,045,raw
steering,competence,random_045,-0.05,1.82491455078125,1.3789996337890627,2.30645263671875,20,10,competence,,random,045,raw
steering,competence,random_045,0.0,0.0,0.0,0.0,20,10,competence,,random,045,raw
steering,competence,random_045,0.05,3.8666015625,3.51640625,4.213105468749999,20,10,competence,,random,045,raw
steering,competence,random_045,0.1,-1.44993896484375,-2.311288146972656,-0.7045590209960939,20,10,competence,,random,045,raw
steering,competence,random_046,-0.1,-10.1302734375,-11.185009765624999,-9.004287109375,20,10,competence,,random,046,raw
steering,competence,random_046,-0.05,-3.523828125,-3.9449609375,-3.1474365234375004,20,10,competence,,random,046,raw
steering,competence,random_046,0.0,0.0,0.0,0.0,20,10,competence,,random,046,raw
steering,competence,random_046,0.05,2.933203125,2.5286621093750004,3.2692138671874993,20,10,competence,,random,046,raw
steering,competence,random_046,0.1,6.2583984375,5.7435302734375,6.7357763671874995,20,10,competence,,random,046,raw
steering,competence,random_047,-0.1,-5.305859375,-6.0258984374999995,-4.6751611328125,20,10,competence,,random,047,raw
steering,competence,random_047,-0.05,-5.4603515625,-5.749462890625,-5.1690283203125,20,10,competence,,random,047,raw
