axis,strength,mean_delta,ci_95_low,ci_95_high,n_names,n_boot
warmth,-0.1,-2.9878865559895833,-3.0154955037434896,-2.9596422322591147,60,5000
warmth,-0.05,-1.3359334309895834,-1.3693133544921874,-1.301956075032552,60,5000
warmth,0.0,0.0,0.0,0.0,60,5000
warmth,0.05,0.7032053629557292,0.6721834818522135,0.734988530476888,60,5000
warmth,0.1,1.0487508138020833,1.0128133138020834,1.0852340698242187,60,5000
competence,-0.1,-3.044136555989583,-3.0770267740885417,-3.013036600748698,60,5000
competence,-0.05,-1.45455322265625,-1.4888388061523439,-1.4201048787434896,60,5000
competence,0.0,0.0,0.0,0.0,60,5000
competence,0.05,0.8740559895833333,0.8382260131835937,0.9085739135742188,60,5000
competence,0.1,1.5267618815104167,1.4922145589192708,1.560303243001302,60,5000
