axis,strength,mean_delta,ci_95_low,ci_95_high,n_names,n_boot
warmth,-0.1,-1.125927734375,-1.169677734375,-1.0848958333333334,60,5000
warmth,-0.05,-0.35301106770833335,-0.3920743815104167,-0.3177083333333333,60,5000
warmth,0.0,0.0,0.0,0.0,60,5000
warmth,0.05,0.024462890625,-0.010159505208333332,0.05832316080729158,60,5000
warmth,0.1,-0.23321940104166666,-0.2786458333333333,-0.1825813802083334,60,5000
competence,-0.1,-1.078466796875,-1.1280334472656248,-1.0372379557291669,60,5000
competence,-0.05,-0.285498046875,-0.32513020833333334,-0.24869628906250002,60,5000
competence,0.0,0.0,0.0,0.0,60,5000
competence,0.05,-0.13653971354166666,-0.1734375,-0.09695434570312503,60,5000
competence,0.1,-0.5239095052083333,-0.56171875,-0.48102213541666666,60,5000
